1	25.0	0.0	0.0	0.636618
10	25.0	1.0	0.0	0.636576
298	24.0	1.0	0.0	0.636578
105	24.0	0.0	0.0	0.636619
2602	25.0	0.5	0.0	0.636597
2603	24.5	1.0	0.0	0.636576
2604	24.0	0.5	0.0	0.636598
2605	24.5	0.0	0.0	0.636619
11	25.0	2.0	0.0	0.636495
299	24.0	2.0	0.0	0.636499
2606	25.0	1.5	0.0	0.636536
2607	24.5	2.0	0.0	0.636497
2608	24.0	1.5	0.0	0.636538
12	25.0	3.0	0.0	0.636375
300	24.0	3.0	0.0	0.63638
2609	25.0	2.5	0.0	0.636435
2610	24.5	3.0	0.0	0.636378
2611	24.0	2.5	0.0	0.636439
13	25.0	4.0	0.0	0.636212
301	24.0	4.0	0.0	0.636218
2612	25.0	3.5	0.0	0.636293
2613	24.5	4.0	0.0	0.636215
2614	24.0	3.5	0.0	0.636299
14	25.0	5.0	0.0	0.636002
302	24.0	5.0	0.0	0.63601
2615	25.0	4.5	0.0	0.636107
2616	24.5	5.0	0.0	0.636006
2617	24.0	4.5	0.0	0.636114
15	25.0	6.0	0.0	0.635743
303	24.0	6.0	0.0	0.635753
2618	25.0	5.5	0.0	0.635873
2619	24.5	6.0	0.0	0.635748
2620	24.0	5.5	0.0	0.635882
16	25.0	7.0	0.0	0.635431
304	24.0	7.0	0.0	0.635443
2621	25.0	6.5	0.0	0.635587
2622	24.5	7.0	0.0	0.635437
2623	24.0	6.5	0.0	0.635598
17	25.0	8.0	0.0	0.635061
305	24.0	8.0	0.0	0.635076
2624	25.0	7.5	0.0	0.635246
2625	24.5	8.0	0.0	0.635068
2626	24.0	7.5	0.0	0.635259
18	25.0	9.0	0.0	0.634629
306	24.0	9.0	0.0	0.634647
2627	25.0	8.5	0.0	0.634845
2628	24.5	9.0	0.0	0.634638
2629	24.0	8.5	0.0	0.634861
19	25.0	10.0	0.0	0.634129
307	24.0	10.0	0.0	0.63415
2630	25.0	9.5	0.0	0.634379
2631	24.5	10.0	0.0	0.63414
2632	24.0	9.5	0.0	0.634398
20	25.0	11.0	0.0	0.633554
308	24.0	11.0	0.0	0.63358
2633	25.0	10.5	0.0	0.633842
2634	24.5	11.0	0.0	0.633567
2635	24.0	10.5	0.0	0.633865
21	25.0	12.0	0.0	0.632897
309	24.0	12.0	0.0	0.632927
2636	25.0	11.5	0.0	0.633226
2637	24.5	12.0	0.0	0.632912
2638	24.0	11.5	0.0	0.633254
22	25.0	13.0	0.0	0.632146
310	24.0	13.0	0.0	0.632183
2639	25.0	12.5	0.0	0.632521
2640	24.5	13.0	0.0	0.632164
2641	24.0	12.5	0.0	0.632555
23	25.0	14.0	0.0	0.631289
311	24.0	14.0	0.0	0.631334
2642	25.0	13.5	0.0	0.631717
2643	24.5	14.0	0.0	0.631312
2644	24.0	13.5	0.0	0.631759
24	25.0	15.0	0.0	0.630309
312	24.0	15.0	0.0	0.630365
2645	25.0	14.5	0.0	0.630799
2646	24.5	15.0	0.0	0.630337
2647	24.0	14.5	0.0	0.63085
25	25.0	16.0	0.0	0.629185
313	24.0	16.0	0.0	0.629256
2648	25.0	15.5	0.0	0.629747
2649	24.5	16.0	0.0	0.62922
2650	24.0	15.5	0.0	0.629811
26	25.0	17.0	0.0	0.627887
314	24.0	17.0	0.0	0.627978
2651	25.0	16.5	0.0	0.628536
2652	24.5	17.0	0.0	0.627933
2653	24.0	16.5	0.0	0.628617
27	25.0	18.0	0.0	0.626374
315	24.0	18.0	0.0	0.626494
2654	25.0	17.5	0.0	0.62713
2655	24.5	18.0	0.0	0.626434
2656	24.0	17.5	0.0	0.627236
28	25.0	19.0	0.0	0.624586
316	24.0	19.0	0.0	0.624749
2657	25.0	18.5	0.0	0.62548
2658	24.5	19.0	0.0	0.624668
2659	24.0	18.5	0.0	0.625622
29	25.0	20.0	0.0	0.62243
317	24.0	20.0	0.0	0.622663
2660	25.0	19.5	0.0	0.623509
2661	24.5	20.0	0.0	0.622548
2662	24.0	19.5	0.0	0.623708
30	25.0	21.0	0.0	0.619758
318	24.0	21.0	0.0	0.620109
2663	25.0	20.5	0.0	0.621096
2664	24.5	21.0	0.0	0.619933
2665	24.0	20.5	0.0	0.621387
31	25.0	22.0	0.0	0.616264
319	24.0	22.0	0.0	0.616853
2666	25.0	21.5	0.0	0.618013
2667	24.5	22.0	0.0	0.616588
2668	24.0	21.5	0.0	0.618497
32	25.0	23.0	0.0	0.611436
320	24.0	23.0	0.0	0.612609
2669	25.0	22.5	0.0	0.613882
2670	24.5	23.0	0.0	0.611964
2671	24.0	22.5	0.0	0.614698
33	25.0	24.0	0.0	0.603933
321	24.0	24.0	0.0	0.605971
2672	25.0	23.5	0.0	0.607523
2673	24.5	24.0	0.0	0.604873
2674	24.0	23.5	0.0	0.609306
2	25.0	25.0	0.0	0.575727
34	24.0	25.0	0.0	0.604036
2675	25.0	24.5	0.0	0.589988
2676	24.5	25.0	0.0	0.590038
2677	24.0	24.5	0.0	0.604923
322	23.0	1.0	0.0	0.636583
104	23.0	0.0	0.0	0.63662
2678	23.5	1.0	0.0	0.63658
2679	23.0	0.5	0.0	0.636602
2680	23.5	0.0	0.0	0.636619
323	23.0	2.0	0.0	0.636508
2681	23.5	2.0	0.0	0.636504
2682	23.0	1.5	0.0	0.636546
324	23.0	3.0	0.0	0.636394
2683	23.5	3.0	0.0	0.636387
2684	23.0	2.5	0.0	0.636451
325	23.0	4.0	0.0	0.636237
2685	23.5	4.0	0.0	0.636227
2686	23.0	3.5	0.0	0.636316
326	23.0	5.0	0.0	0.636034
2687	23.5	5.0	0.0	0.636022
2688	23.0	4.5	0.0	0.636135
327	23.0	6.0	0.0	0.635782
2689	23.5	6.0	0.0	0.635768
2690	23.0	5.5	0.0	0.635908
328	23.0	7.0	0.0	0.635479
2691	23.5	7.0	0.0	0.635461
2692	23.0	6.5	0.0	0.635631
329	23.0	8.0	0.0	0.635119
2693	23.5	8.0	0.0	0.635097
2694	23.0	7.5	0.0	0.635299
330	23.0	9.0	0.0	0.634699
2695	23.5	9.0	0.0	0.634673
2696	23.0	8.5	0.0	0.634909
331	23.0	10.0	0.0	0.634213
2697	23.5	10.0	0.0	0.634182
2698	23.0	9.5	0.0	0.634456
332	23.0	11.0	0.0	0.633655
2699	23.5	11.0	0.0	0.633618
2700	23.0	10.5	0.0	0.633934
333	23.0	12.0	0.0	0.633018
2701	23.5	12.0	0.0	0.632973
2702	23.0	11.5	0.0	0.633337
334	23.0	13.0	0.0	0.632293
2703	23.5	13.0	0.0	0.632238
2704	23.0	12.5	0.0	0.632656
335	23.0	14.0	0.0	0.631469
2705	23.5	14.0	0.0	0.631402
2706	23.0	13.5	0.0	0.631881
336	23.0	15.0	0.0	0.630532
2707	23.5	15.0	0.0	0.630449
2708	23.0	14.5	0.0	0.631
337	23.0	16.0	0.0	0.629465
2709	23.5	16.0	0.0	0.62936
2710	23.0	15.5	0.0	0.629998
338	23.0	17.0	0.0	0.628244
2711	23.5	17.0	0.0	0.628111
2712	23.0	16.5	0.0	0.628854
339	23.0	18.0	0.0	0.626841
2713	23.5	18.0	0.0	0.626668
2714	23.0	17.5	0.0	0.627543
340	23.0	19.0	0.0	0.625217
2715	23.5	19.0	0.0	0.624984
2716	23.0	18.5	0.0	0.62603
341	23.0	20.0	0.0	0.623321
2717	23.5	20.0	0.0	0.622993
2718	23.0	19.5	0.0	0.624269
342	23.0	21.0	0.0	0.621082
2719	23.5	21.0	0.0	0.620599
2720	23.0	20.5	0.0	0.622202
343	23.0	22.0	0.0	0.618457
2721	23.5	22.0	0.0	0.617635
2722	23.0	21.5	0.0	0.619755
344	23.0	23.0	0.0	0.615313
2723	23.5	23.0	0.0	0.613973
2724	23.0	22.5	0.0	0.616877
345	23.0	24.0	0.0	0.61262
2725	23.5	24.0	0.0	0.609359
2726	23.0	23.5	0.0	0.614027
35	23.0	25.0	0.0	0.611648
2727	23.5	25.0	0.0	0.607681
2728	23.0	24.5	0.0	0.612123
346	22.0	1.0	0.0	0.636592
103	22.0	0.0	0.0	0.636623
2729	22.5	1.0	0.0	0.636588
2730	22.0	0.5	0.0	0.636607
2731	22.5	0.0	0.0	0.636621
347	22.0	2.0	0.0	0.636524
2732	22.5	2.0	0.0	0.636516
2733	22.0	1.5	0.0	0.636558
348	22.0	3.0	0.0	0.636417
2734	22.5	3.0	0.0	0.636406
2735	22.0	2.5	0.0	0.636471
349	22.0	4.0	0.0	0.636268
2736	22.5	4.0	0.0	0.636252
2737	22.0	3.5	0.0	0.636343
350	22.0	5.0	0.0	0.636073
2738	22.5	5.0	0.0	0.636054
2739	22.0	4.5	0.0	0.636171
351	22.0	6.0	0.0	0.635831
2740	22.5	6.0	0.0	0.635807
2741	22.0	5.5	0.0	0.635952
352	22.0	7.0	0.0	0.635538
2742	22.5	7.0	0.0	0.635509
2743	22.0	6.5	0.0	0.635685
353	22.0	8.0	0.0	0.63519
2744	22.5	8.0	0.0	0.635155
2745	22.0	7.5	0.0	0.635364
354	22.0	9.0	0.0	0.634785
2746	22.5	9.0	0.0	0.634742
2747	22.0	8.5	0.0	0.634987
355	22.0	10.0	0.0	0.634315
2748	22.5	10.0	0.0	0.634264
2749	22.0	9.5	0.0	0.63455
356	22.0	11.0	0.0	0.633778
2750	22.5	11.0	0.0	0.633717
2751	22.0	10.5	0.0	0.634047
357	22.0	12.0	0.0	0.633166
2752	22.5	12.0	0.0	0.633092
2753	22.0	11.5	0.0	0.633472
358	22.0	13.0	0.0	0.632471
2754	22.5	13.0	0.0	0.632382
2755	22.0	12.5	0.0	0.632818
359	22.0	14.0	0.0	0.631686
2756	22.5	14.0	0.0	0.631577
2757	22.0	13.5	0.0	0.632078
360	22.0	15.0	0.0	0.630798
2758	22.5	15.0	0.0	0.630665
2759	22.0	14.5	0.0	0.631242
361	22.0	16.0	0.0	0.629795
2760	22.5	16.0	0.0	0.62963
2761	22.0	15.5	0.0	0.630296
362	22.0	17.0	0.0	0.628663
2762	22.5	17.0	0.0	0.628453
2763	22.0	16.5	0.0	0.629229
363	22.0	18.0	0.0	0.627381
2764	22.5	18.0	0.0	0.627111
2765	22.0	17.5	0.0	0.628021
364	22.0	19.0	0.0	0.62593
2766	22.5	19.0	0.0	0.625574
2767	22.0	18.5	0.0	0.626655
365	22.0	20.0	0.0	0.624292
2768	22.5	20.0	0.0	0.623806
2769	22.0	19.5	0.0	0.625111
366	22.0	21.0	0.0	0.622461
2770	22.5	21.0	0.0	0.62177
2771	22.0	20.5	0.0	0.623374
367	22.0	22.0	0.0	0.620467
2772	22.5	22.0	0.0	0.619458
2773	22.0	21.5	0.0	0.621465
368	22.0	23.0	0.0	0.61854
2774	22.5	23.0	0.0	0.616931
2775	22.0	22.5	0.0	0.619512
369	22.0	24.0	0.0	0.617097
2776	22.5	24.0	0.0	0.61486
2777	22.0	23.5	0.0	0.617797
36	22.0	25.0	0.0	0.616587
2778	22.5	25.0	0.0	0.61415
2779	22.0	24.5	0.0	0.616858
370	21.0	1.0	0.0	0.636605
102	21.0	0.0	0.0	0.636626
2780	21.5	1.0	0.0	0.636598
2781	21.0	0.5	0.0	0.636615
2782	21.5	0.0	0.0	0.636624
371	21.0	2.0	0.0	0.636546
2783	21.5	2.0	0.0	0.636535
2784	21.0	1.5	0.0	0.636576
372	21.0	3.0	0.0	0.636449
2785	21.5	3.0	0.0	0.636433
2786	21.0	2.5	0.0	0.636498
373	21.0	4.0	0.0	0.63631
2787	21.5	4.0	0.0	0.636289
2788	21.0	3.5	0.0	0.636379
374	21.0	5.0	0.0	0.636127
2789	21.5	5.0	0.0	0.6361
2790	21.0	4.5	0.0	0.636219
375	21.0	6.0	0.0	0.635897
2791	21.5	6.0	0.0	0.635864
