0 0 1 1.999942e+00 
1 0 1 2.000058e+00 
2 0 1 2.000179e+00 
3 0 1 2.000316e+00 
4 0 1 2.000482e+00 
5 0 1 2.000691e+00 
6 0 1 2.000958e+00 
7 0 1 2.001298e+00 
8 0 1 2.001726e+00 
9 0 1 2.002259e+00 
10 0 1 2.002913e+00 
11 0 1 2.003709e+00 
12 0 1 2.004667e+00 
13 0 1 2.005790e+00 
14 0 1 2.007001e+00 
15 0 1 2.007839e+00 
16 0 1 2.006248e+00 
17 0 1 1.994040e+00 
18 0 1 1.944703e+00 
19 0 1 1.806329e+00 
20 0 1 1.557886e+00 
21 0 1 1.287951e+00 
22 0 1 1.110816e+00 
23 0 1 1.036474e+00 
24 0 1 1.013653e+00 
25 0 1 1.007723e+00 
26 0 1 1.006168e+00 
27 0 1 1.005542e+00 
28 0 1 1.005054e+00 
29 0 1 1.004572e+00 
30 0 1 1.004098e+00 
31 0 1 1.003649e+00 
32 0 1 1.003234e+00 
33 0 1 1.002858e+00 
34 0 1 1.002520e+00 
35 0 1 1.002217e+00 
36 0 1 1.001946e+00 
37 0 1 1.001703e+00 
38 0 1 1.001485e+00 
39 0 1 1.001288e+00 
40 0 1 1.001109e+00 
41 0 1 1.000945e+00 
42 0 1 1.000795e+00 
43 0 1 1.000655e+00 
44 0 1 1.000525e+00 
45 0 1 1.000401e+00 
46 0 1 1.000283e+00 
47 0 1 1.000168e+00 
48 0 1 1.000056e+00 
49 0 1 9.999442e-01 

0 1 1 1.999942e+00 
1 1 1 2.000058e+00 
2 1 1 2.000179e+00 
3 1 1 2.000316e+00 
4 1 1 2.000482e+00 
5 1 1 2.000691e+00 
6 1 1 2.000958e+00 
7 1 1 2.001298e+00 
8 1 1 2.001726e+00 
9 1 1 2.002259e+00 
10 1 1 2.002913e+00 
11 1 1 2.003709e+00 
12 1 1 2.004667e+00 
13 1 1 2.005790e+00 
14 1 1 2.007001e+00 
15 1 1 2.007839e+00 
16 1 1 2.006248e+00 
17 1 1 1.994040e+00 
18 1 1 1.944703e+00 
19 1 1 1.806329e+00 
20 1 1 1.557886e+00 
21 1 1 1.287951e+00 
22 1 1 1.110816e+00 
23 1 1 1.036474e+00 
24 1 1 1.013653e+00 
25 1 1 1.007723e+00 
26 1 1 1.006168e+00 
27 1 1 1.005542e+00 
28 1 1 1.005054e+00 
