1 80 1 64689900
1 79 1 64745160
1 78 1 6.49535e+07
1 77 1 6.50158e+07
1 76 1 6.50455e+07
1 75 1 65068560
1 74 1 6.50927e+07
1 73 1 65120520
1 72 1 6.51525e+07
1 71 1 65188440
1 70 1 65228400
1 69 1 65272140
1 68 1 65319600
1 67 1 65370720
1 66 1 65425200
1 65 1 65483100
1 64 1 6.55441e+07
1 63 1 65608200
1 62 1 65675220
1 61 1 65745000
1 60 1 65817420
1 59 1 65892360
1 58 1 65969640
1 57 1 6.60492e+07
1 56 1 6.61308e+07
1 55 1 66214440
1 54 1 6.62999e+07
1 53 1 6.63872e+07
1 52 1 66476040
1 51 1 6.65665e+07
1 50 1 6.66583e+07
1 49 1 66751500
1 48 1 66845880
1 47 1 6.69414e+07
1 46 1 6.70381e+07
1 45 1 67135620
1 44 1 67234080
1 43 1 67333380
1 42 1 67434180
1 41 1 67536360
1 40 1 67639800
1 39 1 67744380
1 38 1 67850040
1 37 1 67956720
1 36 1 68063820
1 35 1 68171340
1 34 1 68279220
1 33 1 68387520
1 32 1 68496120
1 31 1 68605080
1 30 1 68714280
1 29 1 68823780
1 28 1 68933520
1 27 1 69043440
1 26 1 69153660
1 25 1 69264000
1 24 1 69374580
1 23 1 69485280
1 22 1 69596160
1 21 1 69707160
1 20 1 69818280
1 19 1 69929580
1 18 1 70040940
1 17 1 70152420
1 16 1 70263960
1 15 1 70375620
1 14 1 70487340
1 13 1 70599120
1 12 1 70710960
1 11 1 70822920
1 10 1 70934880
1 9 1 71046840
1 8 1 71158920
1 7 1 71271000
1 6 1 71383080
1 5 1 71495220
1 4 1 71607360
1 3 1 71719560
1 2 1 71831700
1 1 1 71943900
2 80 1 64684440
2 79 1 64739640
2 78 1 64948740
2 77 1 6.50113e+07
2 76 1 6.50411e+07
2 75 1 6.50642e+07
2 74 1 65088480
2 73 1 6.51164e+07
2 72 1 65148420
2 71 1 65184480
2 70 1 6.52246e+07
2 69 1 65268420
2 68 1 6.53161e+07
2 67 1 6.53672e+07
2 66 1 65421900
2 65 1 65479860
2 64 1 6.55411e+07
2 63 1 6.56053e+07
2 62 1 65672460
2 61 1 6.57424e+07
2 60 1 65814960
2 59 1 6.589e+07
2 58 1 6.59674e+07
2 57 1 6.60471e+07
2 56 1 66128820
2 55 1 66212580
2 54 1 66298200
2 53 1 6.63856e+07
2 52 1 66474540
2 51 1 66565080
2 50 1 6.6657e+07
2 49 1 6.67502e+07
2 48 1 66844740
2 47 1 6.69404e+07
2 46 1 67037040
2 45 1 67134720
2 44 1 67233240
2 43 1 67332660
2 42 1 67433520
2 41 1 67535700
2 40 1 67639200
2 39 1 67743840
2 38 1 67849560
2 37 1 67956240
2 36 1 68063400
2 35 1 68170920
2 34 1 68278860
2 33 1 68387160
2 32 1 68495820
2 31 1 68604780
2 30 1 68714040
2 29 1 68823540
2 28 1 68933280
2 27 1 69043260
2 26 1 69153420
2 25 1 69263820
2 24 1 69374400
2 23 1 69485100
2 22 1 69595980
2 21 1 69707040
2 20 1 69818160
2 19 1 69929460
2 18 1 70040820
2 17 1 70152300
2 16 1 70263900
2 15 1 70375560
2 14 1 70487280
2 13 1 70599060
2 12 1 70710900
2 11 1 70822860
2 10 1 70934820
2 9 1 71046840
2 8 1 71158860
2 7 1 71270940
2 6 1 71383080
2 5 1 71495220
2 4 1 71607360
2 3 1 71719560
2 2 1 71831700
2 1 1 71943900
3 80 1 6.46735e+07
3 79 1 6.47285e+07
3 78 1 64939320
3 77 1 65002320
3 76 1 65032320
3 75 1 65055600
3 74 1 65080020
3 73 1 65108100
3 72 1 65140320
3 71 1 6.51766e+07
3 70 1 65216880
3 69 1 65260980
3 68 1 65308860
3 67 1 6.53603e+07
3 66 1 65415240
3 65 1 6.54735e+07
3 64 1 65534940
3 63 1 6.55995e+07
3 62 1 6.56669e+07
3 61 1 65737080
3 60 1 65809920
3 59 1 65885280
3 58 1 6.59629e+07
3 57 1 66042840
3 56 1 6.61249e+07
3 55 1 6.62089e+07
3 54 1 6.62947e+07
3 53 1 66382260
3 52 1 66471480
3 51 1 66562200
3 50 1 66654360
3 49 1 66747780
3 48 1 66842460
3 47 1 6.69383e+07
3 46 1 6.70351e+07
3 45 1 67132920
3 44 1 67231620
3 43 1 67331100
3 42 1 67432140
3 41 1 67534500
3 40 1 67638060
3 39 1 67742820
3 38 1 67848600
3 37 1 67955340
3 36 1 68062500
3 35 1 68170140
3 34 1 68278140
3 33 1 68386500
3 32 1 68495220
3 31 1 68604180
3 30 1 68713500
3 29 1 68823000
3 28 1 68932800
3 27 1 69042840
3 26 1 69153060
3 25 1 69263460
3 24 1 69374040
3 23 1 69484800
3 22 1 69595740
3 21 1 69706800
3 20 1 69817920
3 19 1 69929220
3 18 1 70040640
3 17 1 70152120
3 16 1 70263720
3 15 1 70375380
3 14 1 70487100
3 13 1 70598940
3 12 1 70710840
3 11 1 70822740
3 10 1 70934700
3 9 1 71046720
3 8 1 71158800
3 7 1 71270880
3 6 1 71383020
3 5 1 71495160
3 4 1 71607360
3 3 1 71719500
3 2 1 71831700
3 1 1 71943900
4 80 1 6.4657e+07
4 79 1 6.47119e+07
4 78 1 64925100
4 77 1 64988760
4 76 1 6.50191e+07
4 75 1 6.50426e+07
4 74 1 65067240
4 73 1 65095620
4 72 1 6.51281e+07
4 71 1 65164740
4 70 1 65205360
4 69 1 6.52498e+07
4 68 1 65298060
4 67 1 65349900
4 66 1 65405220
4 65 1 65463900
4 64 1 6.55258e+07
4 63 1 6.55907e+07
4 62 1 6.56586e+07
4 61 1 6.57292e+07
4 60 1 6.58024e+07
4 59 1 65878140
4 58 1 6.59563e+07
4 57 1 66036540
4 56 1 66118920
4 55 1 66203280
4 54 1 66289440
4 53 1 66377400
4 52 1 66466920
4 51 1 66557940
4 50 1 6.66503e+07
4 49 1 6.67441e+07
4 48 1 6.6839e+07
4 47 1 66935100
4 46 1 67032180
4 45 1 67130220
4 44 1 67229160
4 43 1 67328880
4 42 1 67430040
4 41 1 67532580
4 40 1 67636320
4 39 1 67741200
4 38 1 67847100
4 37 1 67953960
4 36 1 68061240
4 35 1 68169000
4 34 1 68277060
4 33 1 68385480
4 32 1 68494260
4 31 1 68603340
4 30 1 68712660
4 29 1 68822280
4 28 1 68932140
4 27 1 69042180
4 26 1 69152460
4 25 1 69262920
4 24 1 69373560
4 23 1 69484380
4 22 1 69595320
4 21 1 69706380
4 20 1 69817560
4 19 1 69928920
4 18 1 70040340
4 17 1 70151880
4 16 1 70263480
4 15 1 70375140
4 14 1 70486920
4 13 1 70598760
4 12 1 70710660
4 11 1 70822620
4 10 1 70934580
4 9 1 71046600
4 8 1 71158680
4 7 1 71270820
4 6 1 71382960
4 5 1 71495100
4 4 1 71607300
4 3 1 71719500
4 2 1 71831700
4 1 1 71943900
5 80 1 64634880
