x, y, z, porePressure
    5.887,     5.500,     0.000,    772547.94
    5.887,     5.887,     0.000,    768748.56
    5.500,     5.113,     0.000,    776347.31
    5.500,     5.500,     0.000,    772547.94
    5.500,     5.887,     0.000,    768748.56
    5.113,     5.113,     0.000,    776347.31
    5.113,     5.500,     0.000,    772547.94
    5.113,     5.887,     0.000,    768748.56
    5.887,     6.113,     0.000,    766537.31
    5.887,     6.500,     0.000,    762737.94
    5.887,     6.887,     0.000,    758938.56
    5.500,     6.113,     0.000,    766537.31
    5.500,     6.500,     0.000,    762737.94
    5.500,     6.887,     0.000,    758938.56
    5.113,     6.113,     0.000,    766537.31
    5.113,     6.500,     0.000,    762737.94
    5.113,     6.887,     0.000,    758938.56
    5.887,     7.113,     0.000,    756727.31
    5.887,     7.500,     0.000,    752927.94
    5.887,     7.887,     0.000,    749128.56
    5.500,     7.113,     0.000,    756727.31
    5.500,     7.500,     0.000,    752927.94
    5.500,     7.887,     0.000,    749128.56
    5.113,     7.113,     0.000,    756727.31
    5.113,     7.500,     0.000,    752927.94
    5.113,     7.887,     0.000,    749128.56
    5.887,     8.113,     0.000,    746917.31
    5.887,     8.500,     0.000,    743117.94
    5.887,     8.887,     0.000,    739318.56
    5.500,     8.113,     0.000,    746917.31
    5.500,     8.500,     0.000,    743117.94
    5.500,     8.887,     0.000,    739318.56
    5.113,     8.113,     0.000,    746917.31
    5.113,     8.500,     0.000,    743117.94
    5.113,     8.887,     0.000,    739318.56
    5.887,     9.113,     0.000,    737107.31
    5.887,     9.500,     0.000,    733307.94
    5.887,     9.887,     0.000,    729508.56
    5.500,     9.113,     0.000,    737107.31
    5.500,     9.500,     0.000,    733307.94
    5.500,     9.887,     0.000,    729508.56
    5.113,     9.113,     0.000,    737107.31
    5.113,     9.500,     0.000,    733307.94
    5.113,     9.887,     0.000,    729508.56
    5.887,    10.113,     0.000,    727297.31
    5.887,    10.500,     0.000,    723497.94
    5.887,    10.887,     0.000,    719698.56
    5.500,    10.113,     0.000,    727297.31
    5.500,    10.500,     0.000,    723497.94
    5.500,    10.887,     0.000,    719698.56
    5.113,    10.113,     0.000,    727297.31
    5.113,    10.500,     0.000,    723497.94
    5.113,    10.887,     0.000,    719698.56
    5.887,    11.113,     0.000,    717487.31
    5.887,    11.500,     0.000,    713687.94
    5.887,    11.887,     0.000,    709888.56
    5.500,    11.113,     0.000,    717487.31
    5.500,    11.500,     0.000,    713687.94
    5.500,    11.887,     0.000,    709888.56
    5.113,    11.113,     0.000,    717487.31
    5.113,    11.500,     0.000,    713687.94
    5.113,    11.887,     0.000,    709888.56
    5.887,    12.113,     0.000,    707677.31
    5.887,    12.500,     0.000,    703877.94
    5.887,    12.887,     0.000,    700078.56
    5.500,    12.113,     0.000,    707677.31
    5.500,    12.500,     0.000,    703877.94
    5.500,    12.887,     0.000,    700078.56
    5.113,    12.113,     0.000,    707677.31
    5.113,    12.500,     0.000,    703877.94
    5.113,    12.887,     0.000,    700078.56
    5.887,    13.113,     0.000,    697867.31
    5.887,    13.500,     0.000,    694067.94
    5.887,    13.887,     0.000,    690268.56
    5.500,    13.113,     0.000,    697867.31
    5.500,    13.500,     0.000,    694067.94
    5.500,    13.887,     0.000,    690268.56
    5.113,    13.113,     0.000,    697867.31
    5.113,    13.500,     0.000,    694067.94
    5.113,    13.887,     0.000,    690268.56
    5.887,    14.113,     0.000,    688057.31
    5.887,    14.500,     0.000,    684257.94
    5.887,    14.887,     0.000,    680458.56
    5.500,    14.113,     0.000,    688057.31
    5.500,    14.500,     0.000,    684257.94
    5.500,    14.887,     0.000,    680458.56
    5.113,    14.113,     0.000,    688057.31
    5.113,    14.500,     0.000,    684257.94
    5.113,    14.887,     0.000,    680458.56
    5.887,    15.113,     0.000,    678247.31
    5.887,    15.500,     0.000,    674447.94
    5.887,    15.887,     0.000,    670648.56
    5.500,    15.113,     0.000,    678247.31
    5.500,    15.500,     0.000,    674447.94
    5.500,    15.887,     0.000,    670648.56
    5.113,    15.113,     0.000,    678247.31
    5.113,    15.500,     0.000,    674447.94
    5.113,    15.887,     0.000,    670648.56
    5.887,    16.113,     0.000,    668437.31
    5.887,    16.500,     0.000,    664637.94
    5.887,    16.887,     0.000,    660838.56
    5.500,    16.113,     0.000,    668437.31
    5.500,    16.500,     0.000,    664637.94
    5.500,    16.887,     0.000,    660838.56
    5.113,    16.113,     0.000,    668437.31
    5.113,    16.500,     0.000,    664637.94
    5.113,    16.887,     0.000,    660838.56
    5.887,    17.113,     0.000,    658627.31
    5.887,    17.500,     0.000,    654827.94
    5.887,    17.887,     0.000,    651028.56
    5.500,    17.113,     0.000,    658627.31
    5.500,    17.500,     0.000,    654827.94
    5.500,    17.887,     0.000,    651028.56
    5.113,    17.113,     0.000,    658627.31
    5.113,    17.500,     0.000,    654827.94
    5.113,    17.887,     0.000,    651028.56
    5.887,    18.113,     0.000,    648817.31
    5.887,    18.500,     0.000,    645017.94
    5.887,    18.887,     0.000,    641218.56
    5.500,    18.113,     0.000,    648817.31
    5.500,    18.500,     0.000,    645017.94
    5.500,    18.887,     0.000,    641218.56
    5.113,    18.113,     0.000,    648817.31
    5.113,    18.500,     0.000,    645017.94
    5.113,    18.887,     0.000,    641218.56
    5.887,    19.113,     0.000,    639007.31
    5.887,    19.500,     0.000,    635207.94
    5.887,    19.887,     0.000,    631408.56
    5.500,    19.113,     0.000,    639007.31
    5.500,    19.500,     0.000,    635207.94
    5.500,    19.887,     0.000,    631408.56
    5.113,    19.113,     0.000,    639007.31
    5.113,    19.500,     0.000,    635207.94
    5.113,    19.887,     0.000,    631408.56
    5.887,    20.113,     0.000,    629197.31
    5.887,    20.500,     0.000,    625397.94
    5.887,    20.887,     0.000,    621598.56
    5.500,    20.113,     0.000,    629197.31
    5.500,    20.500,     0.000,    625397.94
    5.500,    20.887,     0.000,    621598.56
    5.113,    20.113,     0.000,    629197.31
    5.113,    20.500,     0.000,    625397.94
    5.113,    20.887,     0.000,    621598.56
    5.887,    21.113,     0.000,    619387.31
    5.887,    21.500,     0.000,    615587.94
    5.887,    21.887,     0.000,    611788.56
    5.500,    21.113,     0.000,    619387.31
    5.500,    21.500,     0.000,    615587.94
    5.500,    21.887,     0.000,    611788.56
    5.113,    21.113,     0.000,    619387.31
    5.113,    21.500,     0.000,    615587.94
    5.113,    21.887,     0.000,    611788.56
    5.887,    22.113,     0.000,    609577.31
    5.887,    22.500,     0.000,    605777.94
    5.887,    22.887,     0.000,    601978.56
    5.500,    22.113,     0.000,    609577.31
    5.500,    22.500,     0.000,    605777.94
    5.500,    22.887,     0.000,    601978.56
    5.113,    22.113,     0.000,    609577.31
    5.113,    22.500,     0.000,    605777.94
    5.113,    22.887,     0.000,    601978.56
    5.887,    23.113,     0.000,    599767.31
    5.887,    23.500,     0.000,    595967.94
    5.887,    23.887,     0.000,    592168.56
    5.500,    23.113,     0.000,    599767.31
    5.500,    23.500,     0.000,    595967.94
    5.500,    23.887,     0.000,    592168.56
    5.113,    23.113,     0.000,    599767.31
    5.113,    23.500,     0.000,    595967.94
    5.113,    23.887,     0.000,    592168.56
    5.887,    24.113,     0.000,    589957.31
    5.887,    24.500,     0.000,    586157.94
    5.887,    24.887,     0.000,    582358.56
    5.500,    24.113,     0.000,    589957.31
    5.500,    24.500,     0.000,    586157.94
    5.500,    24.887,     0.000,    582358.56
    5.113,    24.113,     0.000,    589957.31
    5.113,    24.500,     0.000,    586157.94
    5.113,    24.887,     0.000,    582358.56
    4.887,     0.113,     0.000,    825397.31
    4.887,     0.500,     0.000,    821597.94
    4.887,     0.887,     0.000,    817798.56
    4.500,     0.113,     0.000,    825397.31
    4.500,     0.500,     0.000,    821597.94
    4.500,     0.887,     0.000,    817798.56
    4.113,     0.113,     0.000,    825397.31
    4.113,     0.500,     0.000,    821597.94
    4.113,     0.887,     0.000,    817798.56
    4.887,     1.113,     0.000,    815587.31
    4.887,     1.500,     0.000,    811787.94
    4.887,     1.887,     0.000,    807988.56
    4.500,     1.113,     0.000,    815587.31
    4.500,     1.500,     0.000,    811787.94
    4.500,     1.887,     0.000,    807988.56
    4.113,     1.113,     0.000,    815587.31
    4.113,     1.500,     0.000,    811787.94
    4.113,     1.887,     0.000,    807988.56
    4.887,     2.113,     0.000,    805777.31
    4.887,     2.500,     0.000,    801977.94
    4.887,     2.887,     0.000,    798178.56
    4.500,     2.113,     0.000,    805777.31
    4.500,     2.500,     0.000,    801977.94
    4.500,     2.887,     0.000,    798178.56
    4.113,     2.113,     0.000,    805777.31
    4.113,     2.500,     0.000,    801977.94
    4.113,     2.887,     0.000,    798178.56
    4.887,     3.113,     0.000,    795967.31
    4.887,     3.500,     0.000,    792167.94
    4.887,     3.887,     0.000,    788368.56
    4.500,     3.113,     0.000,    795967.31
    4.500,     3.500,     0.000,    792167.94
    4.500,     3.887,     0.000,    788368.56
    4.113,     3.113,     0.000,    795967.31
    4.113,     3.500,     0.000,    792167.94
    4.113,     3.887,     0.000,    788368.56
    4.887,     4.113,     0.000,    786157.31
    4.887,     4.500,     0.000,    782357.94
    4.887,     4.887,     0.000,    778558.56
    4.500,     4.113,     0.000,    786157.31
    4.500,     4.500,     0.000,    782357.94
    4.500,     4.887,     0.000,    778558.56
    4.113,     4.113,     0.000,    786157.31
    4.113,     4.500,     0.000,    782357.94
    4.113,     4.887,     0.000,    778558.56
    4.887,     5.113,     0.000,    776347.31
    4.887,     5.500,     0.000,    772547.94
    4.887,     5.887,     0.000,    768748.56
    4.500,     5.113,     0.000,    776347.31
    4.500,     5.500,     0.000,    772547.94
    4.500,     5.887,     0.000,    768748.56
    4.113,     5.113,     0.000,    776347.31
    4.113,     5.500,     0.000,    772547.94
    4.113,     5.887,     0.000,    768748.56
    4.887,     6.113,     0.000,    766537.31
    4.887,     6.500,     0.000,    762737.94
    4.887,     6.887,     0.000,    758938.56
    4.500,     6.113,     0.000,    766537.31
    4.500,     6.500,     0.000,    762737.94
    4.500,     6.887,     0.000,    758938.56
    4.113,     6.113,     0.000,    766537.31
    4.113,     6.500,     0.000,    762737.94
    4.113,     6.887,     0.000,    758938.56
    4.887,     7.113,     0.000,    756727.31
    4.887,     7.500,     0.000,    752927.94
    4.887,     7.887,     0.000,    749128.56
    4.500,     7.113,     0.000,    756727.31
    4.500,     7.500,     0.000,    752927.94
    4.500,     7.887,     0.000,    749128.56
    4.113,     7.113,     0.000,    756727.31
    4.113,     7.500,     0.000,    752927.94
    4.113,     7.887,     0.000,    749128.56
    4.887,     8.113,     0.000,    746917.31
    4.887,     8.500,     0.000,    743117.94
    4.887,     8.887,     0.000,    739318.56
    4.500,     8.113,     0.000,    746917.31
    4.500,     8.500,     0.000,    743117.94
    4.500,     8.887,     0.000,    739318.56
    4.113,     8.113,     0.000,    746917.31
    4.113,     8.500,     0.000,    743117.94
    4.113,     8.887,     0.000,    739318.56
    4.887,     9.113,     0.000,    737107.31
    4.887,     9.500,     0.000,    733307.94
    4.887,     9.887,     0.000,    729508.56
    4.500,     9.113,     0.000,    737107.31
    4.500,     9.500,     0.000,    733307.94
    4.500,     9.887,     0.000,    729508.56
    4.113,     9.113,     0.000,    737107.31
    4.113,     9.500,     0.000,    733307.94
    4.113,     9.887,     0.000,    729508.56
    4.887,    10.113,     0.000,    727297.31
    4.887,    10.500,     0.000,    723497.94
    4.887,    10.887,     0.000,    719698.56
    4.500,    10.113,     0.000,    727297.31
    4.500,    10.500,     0.000,    723497.94
    4.500,    10.887,     0.000,    719698.56
    4.113,    10.113,     0.000,    727297.31
    4.113,    10.500,     0.000,    723497.94
    4.113,    10.887,     0.000,    719698.56
    4.887,    11.113,     0.000,    717487.31
    4.887,    11.500,     0.000,    713687.94
    4.887,    11.887,     0.000,    709888.56
    4.500,    11.113,     0.000,    717487.31
    4.500,    11.500,     0.000,    713687.94
    4.500,    11.887,     0.000,    709888.56
    4.113,    11.113,     0.000,    717487.31
    4.113,    11.500,     0.000,    713687.94
    4.113,    11.887,     0.000,    709888.56
    4.887,    12.113,     0.000,    707677.31
    4.887,    12.500,     0.000,    703877.94
    4.887,    12.887,     0.000,    700078.56
    4.500,    12.113,     0.000,    707677.31
    4.500,    12.500,     0.000,    703877.94
    4.500,    12.887,     0.000,    700078.56
    4.113,    12.113,     0.000,    707677.31
    4.113,    12.500,     0.000,    703877.94
    4.113,    12.887,     0.000,    700078.56
    4.887,    13.113,     0.000,    697867.31
    4.887,    13.500,     0.000,    694067.94
    4.887,    13.887,     0.000,    690268.56
    4.500,    13.113,     0.000,    697867.31
    4.500,    13.500,     0.000,    694067.94
    4.500,    13.887,     0.000,    690268.56
    4.113,    13.113,     0.000,    697867.31
    4.113,    13.500,     0.000,    694067.94
    4.113,    13.887,     0.000,    690268.56
    4.887,    14.113,     0.000,    688057.31
    4.887,    14.500,     0.000,    684257.94
    4.887,    14.887,     0.000,    680458.56
    4.500,    14.113,     0.000,    688057.31
    4.500,    14.500,     0.000,    684257.94
    4.500,    14.887,     0.000,    680458.56
    4.113,    14.113,     0.000,    688057.31
    4.113,    14.500,     0.000,    684257.94
    4.113,    14.887,     0.000,    680458.56
    4.887,    15.113,     0.000,    678247.31
    4.887,    15.500,     0.000,    674447.94
    4.887,    15.887,     0.000,    670648.56
    4.500,    15.113,     0.000,    678247.31
    4.500,    15.500,     0.000,    674447.94
    4.500,    15.887,     0.000,    670648.56
    4.113,    15.113,     0.000,    678247.31
    4.113,    15.500,     0.000,    674447.94
    4.113,    15.887,     0.000,    670648.56
    4.887,    16.113,     0.000,    668437.31
    4.887,    16.500,     0.000,    664637.94
    4.887,    16.887,     0.000,    660838.56
    4.500,    16.113,     0.000,    668437.31
    4.500,    16.500,     0.000,    664637.94
    4.500,    16.887,     0.000,    660838.56
    4.113,    16.113,     0.000,    668437.31
    4.113,    16.500,     0.000,    664637.94
    4.113,    16.887,     0.000,    660838.56
    4.887,    17.113,     0.000,    658627.31
    4.887,    17.500,     0.000,    654827.94
    4.887,    17.887,     0.000,    651028.56
    4.500,    17.113,     0.000,    658627.31
    4.500,    17.500,     0.000,    654827.94
    4.500,    17.887,     0.000,    651028.56
    4.113,    17.113,     0.000,    658627.31
    4.113,    17.500,     0.000,    654827.94
    4.113,    17.887,     0.000,    651028.56
    4.887,    18.113,     0.000,    648817.31
    4.887,    18.500,     0.000,    645017.94
    4.887,    18.887,     0.000,    641218.56
    4.500,    18.113,     0.000,    648817.31
    4.500,    18.500,     0.000,    645017.94
    4.500,    18.887,     0.000,    641218.56
    4.113,    18.113,     0.000,    648817.31
    4.113,    18.500,     0.000,    645017.94
    4.113,    18.887,     0.000,    641218.56
    4.887,    19.113,     0.000,    639007.31
    4.887,    19.500,     0.000,    635207.94
    4.887,    19.887,     0.000,    631408.56
    4.500,    19.113,     0.000,    639007.31
    4.500,    19.500,     0.000,    635207.94
    4.500,    19.887,     0.000,    631408.56
    4.113,    19.113,     0.000,    639007.31
    4.113,    19.500,     0.000,    635207.94
    4.113,    19.887,     0.000,    631408.56
    4.887,    20.113,     0.000,    629197.31
    4.887,    20.500,     0.000,    625397.94
    4.887,    20.887,     0.000,    621598.56
    4.500,    20.113,     0.000,    629197.31
    4.500,    20.500,     0.000,    625397.94
    4.500,    20.887,     0.000,    621598.56
    4.113,    20.113,     0.000,    629197.31
    4.113,    20.500,     0.000,    625397.94
    4.113,    20.887,     0.000,    621598.56
    4.887,    21.113,     0.000,    619387.31
    4.887,    21.500,     0.000,    615587.94
    4.887,    21.887,     0.000,    611788.56
    4.500,    21.113,     0.000,    619387.31
    4.500,    21.500,     0.000,    615587.94
    4.500,    21.887,     0.000,    611788.56
    4.113,    21.113,     0.000,    619387.31
    4.113,    21.500,     0.000,    615587.94
    4.113,    21.887,     0.000,    611788.56
    4.887,    22.113,     0.000,    609577.31
    4.887,    22.500,     0.000,    605777.94
    4.887,    22.887,     0.000,    601978.56
    4.500,    22.113,     0.000,    609577.31
    4.500,    22.500,     0.000,    605777.94
    4.500,    22.887,     0.000,    601978.56
    4.113,    22.113,     0.000,    609577.31
    4.113,    22.500,     0.000,    605777.94
    4.113,    22.887,     0.000,    601978.56
    4.887,    23.113,     0.000,    599767.31
    4.887,    23.500,     0.000,    595967.94
    4.887,    23.887,     0.000,    592168.56
    4.500,    23.113,     0.000,    599767.31
    4.500,    23.500,     0.000,    595967.94
    4.500,    23.887,     0.000,    592168.56
    4.113,    23.113,     0.000,    599767.31
    4.113,    23.500,     0.000,    595967.94
    4.113,    23.887,     0.000,    592168.56
    4.887,    24.113,     0.000,    589957.31
    4.887,    24.500,     0.000,    586157.94
    4.887,    24.887,     0.000,    582358.56
    4.500,    24.113,     0.000,    589957.31
    4.500,    24.500,     0.000,    586157.94
    4.500,    24.887,     0.000,    582358.56
    4.113,    24.113,     0.000,    589957.31
    4.113,    24.500,     0.000,    586157.94
    4.113,    24.887,     0.000,    582358.56
    3.887,     0.113,     0.000,    825397.31
    3.887,     0.500,     0.000,    821597.94
    3.887,     0.887,     0.000,    817798.56
    3.500,     0.113,     0.000,    825397.31
    3.500,     0.500,     0.000,    821597.94
    3.500,     0.887,     0.000,    817798.56
    3.113,     0.113,     0.000,    825397.31
    3.113,     0.500,     0.000,    821597.94
    3.113,     0.887,     0.000,    817798.56
    3.887,     1.113,     0.000,    815587.31
    3.887,     1.500,     0.000,    811787.94
    3.887,     1.887,     0.000,    807988.56
    3.500,     1.113,     0.000,    815587.31
    3.500,     1.500,     0.000,    811787.94
    3.500,     1.887,     0.000,    807988.56
    3.113,     1.113,     0.000,    815587.31
    3.113,     1.500,     0.000,    811787.94
    3.113,     1.887,     0.000,    807988.56
    3.887,     2.113,     0.000,    805777.31
    3.887,     2.500,     0.000,    801977.94
    3.887,     2.887,     0.000,    798178.56
    3.500,     2.113,     0.000,    805777.31
    3.500,     2.500,     0.000,    801977.94
    3.500,     2.887,     0.000,    798178.56
    3.113,     2.113,     0.000,    805777.31
    3.113,     2.500,     0.000,    801977.94
    3.113,     2.887,     0.000,    798178.56
    3.887,     3.113,     0.000,    795967.31
    3.887,     3.500,     0.000,    792167.94
    3.887,     3.887,     0.000,    788368.56
    3.500,     3.113,     0.000,    795967.31
    3.500,     3.500,     0.000,    792167.94
    3.500,     3.887,     0.000,    788368.56
    3.113,     3.113,     0.000,    795967.31
    3.113,     3.500,     0.000,    792167.94
    3.113,     3.887,     0.000,    788368.56
    3.887,     4.113,     0.000,    786157.31
    3.887,     4.500,     0.000,    782357.94
    3.887,     4.887,     0.000,    778558.56
    3.500,     4.113,     0.000,    786157.31
    3.500,     4.500,     0.000,    782357.94
    3.500,     4.887,     0.000,    778558.56
    3.113,     4.113,     0.000,    786157.31
    3.113,     4.500,     0.000,    782357.94
    3.113,     4.887,     0.000,    778558.56
    3.887,     5.113,     0.000,    776347.31
    3.887,     5.500,     0.000,    772547.94
    3.887,     5.887,     0.000,    768748.56
    3.500,     5.113,     0.000,    776347.31
    3.500,     5.500,     0.000,    772547.94
    3.500,     5.887,     0.000,    768748.56
    3.113,     5.113,     0.000,    776347.31
    3.113,     5.500,     0.000,    772547.94
    3.113,     5.887,     0.000,    768748.56
    3.887,     6.113,     0.000,    766537.31
    3.887,     6.500,     0.000,    762737.94
    3.887,     6.887,     0.000,    758938.56
    3.500,     6.113,     0.000,    766537.31
    3.500,     6.500,     0.000,    762737.94
    3.500,     6.887,     0.000,    758938.56
    3.113,     6.113,     0.000,    766537.31
    3.113,     6.500,     0.000,    762737.94
    3.113,     6.887,     0.000,    758938.56
    3.887,     7.113,     0.000,    756727.31
    3.887,     7.500,     0.000,    752927.94
    3.887,     7.887,     0.000,    749128.56
    3.500,     7.113,     0.000,    756727.31
    3.500,     7.500,     0.000,    752927.94
    3.500,     7.887,     0.000,    749128.56
    3.113,     7.113,     0.000,    756727.31
    3.113,     7.500,     0.000,    752927.94
    3.113,     7.887,     0.000,    749128.56
    3.887,     8.113,     0.000,    746917.31
    3.887,     8.500,     0.000,    743117.94
    3.887,     8.887,     0.000,    739318.56
    3.500,     8.113,     0.000,    746917.31
    3.500,     8.500,     0.000,    743117.94
    3.500,     8.887,     0.000,    739318.56
    3.113,     8.113,     0.000,    746917.31
    3.113,     8.500,     0.000,    743117.94
    3.113,     8.887,     0.000,    739318.56
    3.887,     9.113,     0.000,    737107.31
    3.887,     9.500,     0.000,    733307.94
    3.887,     9.887,     0.000,    729508.56
    3.500,     9.113,     0.000,    737107.31
    3.500,     9.500,     0.000,    733307.94
    3.500,     9.887,     0.000,    729508.56
    3.113,     9.113,     0.000,    737107.31
    3.113,     9.500,     0.000,    733307.94
    3.113,     9.887,     0.000,    729508.56
    3.887,    10.113,     0.000,    727297.31
    3.887,    10.500,     0.000,    723497.94
    3.887,    10.887,     0.000,    719698.56
    3.500,    10.113,     0.000,    727297.31
    3.500,    10.500,     0.000,    723497.94
    3.500,    10.887,     0.000,    719698.56
    3.113,    10.113,     0.000,    727297.31
    3.113,    10.500,     0.000,    723497.94
    3.113,    10.887,     0.000,    719698.56
    3.887,    11.113,     0.000,    717487.31
    3.887,    11.500,     0.000,    713687.94
    3.887,    11.887,     0.000,    709888.56
    3.500,    11.113,     0.000,    717487.31
    3.500,    11.500,     0.000,    713687.94
    3.500,    11.887,     0.000,    709888.56
    3.113,    11.113,     0.000,    717487.31
    3.113,    11.500,     0.000,    713687.94
    3.113,    11.887,     0.000,    709888.56
    3.887,    12.113,     0.000,    707677.31
    3.887,    12.500,     0.000,    703877.94
    3.887,    12.887,     0.000,    700078.56
    3.500,    12.113,     0.000,    707677.31
    3.500,    12.500,     0.000,    703877.94
    3.500,    12.887,     0.000,    700078.56
    3.113,    12.113,     0.000,    707677.31
    3.113,    12.500,     0.000,    703877.94
    3.113,    12.887,     0.000,    700078.56
    3.887,    13.113,     0.000,    697867.31
    3.887,    13.500,     0.000,    694067.94
    3.887,    13.887,     0.000,    690268.56
    3.500,    13.113,     0.000,    697867.31
    3.500,    13.500,     0.000,    694067.94
    3.500,    13.887,     0.000,    690268.56
    3.113,    13.113,     0.000,    697867.31
    3.113,    13.500,     0.000,    694067.94
    3.113,    13.887,     0.000,    690268.56
    3.887,    14.113,     0.000,    688057.31
    3.887,    14.500,     0.000,    684257.94
    3.887,    14.887,     0.000,    680458.56
    3.500,    14.113,     0.000,    688057.31
    3.500,    14.500,     0.000,    684257.94
    3.500,    14.887,     0.000,    680458.56
    3.113,    14.113,     0.000,    688057.31
    3.113,    14.500,     0.000,    684257.94
    3.113,    14.887,     0.000,    680458.56
    3.887,    15.113,     0.000,    678247.31
    3.887,    15.500,     0.000,    674447.94
    3.887,    15.887,     0.000,    670648.56
    3.500,    15.113,     0.000,    678247.31
    3.500,    15.500,     0.000,    674447.94
    3.500,    15.887,     0.000,    670648.56
    3.113,    15.113,     0.000,    678247.31
    3.113,    15.500,     0.000,    674447.94
    3.113,    15.887,     0.000,    670648.56
    3.887,    16.113,     0.000,    668437.31
    3.887,    16.500,     0.000,    664637.94
    3.887,    16.887,     0.000,    660838.56
    3.500,    16.113,     0.000,    668437.31
    3.500,    16.500,     0.000,    664637.94
    3.500,    16.887,     0.000,    660838.56
    3.113,    16.113,     0.000,    668437.31
    3.113,    16.500,     0.000,    664637.94
    3.113,    16.887,     0.000,    660838.56
    3.887,    17.113,     0.000,    658627.31
    3.887,    17.500,     0.000,    654827.94
    3.887,    17.887,     0.000,    651028.56
    3.500,    17.113,     0.000,    658627.31
    3.500,    17.500,     0.000,    654827.94
    3.500,    17.887,     0.000,    651028.56
    3.113,    17.113,     0.000,    658627.31
    3.113,    17.500,     0.000,    654827.94
    3.113,    17.887,     0.000,    651028.56
    3.887,    18.113,     0.000,    648817.31
    3.887,    18.500,     0.000,    645017.94
    3.887,    18.887,     0.000,    641218.56
    3.500,    18.113,     0.000,    648817.31
    3.500,    18.500,     0.000,    645017.94
    3.500,    18.887,     0.000,    641218.56
    3.113,    18.113,     0.000,    648817.31
    3.113,    18.500,     0.000,    645017.94
    3.113,    18.887,     0.000,    641218.56
    3.887,    19.113,     0.000,    639007.31
    3.887,    19.500,     0.000,    635207.94
    3.887,    19.887,     0.000,    631408.56
    3.500,    19.113,     0.000,    639007.31
    3.500,    19.500,     0.000,    635207.94
    3.500,    19.887,     0.000,    631408.56
    3.113,    19.113,     0.000,    639007.31
    3.113,    19.500,     0.000,    635207.94
    3.113,    19.887,     0.000,    631408.56
    3.887,    20.113,     0.000,    629197.31
    3.887,    20.500,     0.000,    625397.94
    3.887,    20.887,     0.000,    621598.56
    3.500,    20.113,     0.000,    629197.31
    3.500,    20.500,     0.000,    625397.94
    3.500,    20.887,     0.000,    621598.56
    3.113,    20.113,     0.000,    629197.31
    3.113,    20.500,     0.000,    625397.94
    3.113,    20.887,     0.000,    621598.56
    3.887,    21.113,     0.000,    619387.31
    3.887,    21.500,     0.000,    615587.94
    3.887,    21.887,     0.000,    611788.56
    3.500,    21.113,     0.000,    619387.31
    3.500,    21.500,     0.000,    615587.94
    3.500,    21.887,     0.000,    611788.56
    3.113,    21.113,     0.000,    619387.31
    3.113,    21.500,     0.000,    615587.94
    3.113,    21.887,     0.000,    611788.56
    3.887,    22.113,     0.000,    609577.31
    3.887,    22.500,     0.000,    605777.94
    3.887,    22.887,     0.000,    601978.56
    3.500,    22.113,     0.000,    609577.31
    3.500,    22.500,     0.000,    605777.94
    3.500,    22.887,     0.000,    601978.56
    3.113,    22.113,     0.000,    609577.31
    3.113,    22.500,     0.000,    605777.94
    3.113,    22.887,     0.000,    601978.56
    3.887,    23.113,     0.000,    599767.31
    3.887,    23.500,     0.000,    595967.94
    3.887,    23.887,     0.000,    592168.56
    3.500,    23.113,     0.000,    599767.31
    3.500,    23.500,     0.000,    595967.94
    3.500,    23.887,     0.000,    592168.56
    3.113,    23.113,     0.000,    599767.31
    3.113,    23.500,     0.000,    595967.94
    3.113,    23.887,     0.000,    592168.56
    3.887,    24.113,     0.000,    589957.31
    3.887,    24.500,     0.000,    586157.94
    3.887,    24.887,     0.000,    582358.56
    3.500,    24.113,     0.000,    589957.31
    3.500,    24.500,     0.000,    586157.94
    3.500,    24.887,     0.000,    582358.56
    3.113,    24.113,     0.000,    589957.31
    3.113,    24.500,     0.000,    586157.94
    3.113,    24.887,     0.000,    582358.56
    2.887,     0.113,     0.000,    825397.31
    2.887,     0.500,     0.000,    821597.94
    2.887,     0.887,     0.000,    817798.56
    2.500,     0.113,     0.000,    825397.31
    2.500,     0.500,     0.000,    821597.94
    2.500,     0.887,     0.000,    817798.56
    2.113,     0.113,     0.000,    825397.31
    2.113,     0.500,     0.000,    821597.94
    2.113,     0.887,     0.000,    817798.56
    2.887,     1.113,     0.000,    815587.31
    2.887,     1.500,     0.000,    811787.94
    2.887,     1.887,     0.000,    807988.56
    2.500,     1.113,     0.000,    815587.31
    2.500,     1.500,     0.000,    811787.94
    2.500,     1.887,     0.000,    807988.56
    2.113,     1.113,     0.000,    815587.31
    2.113,     1.500,     0.000,    811787.94
    2.113,     1.887,     0.000,    807988.56
    2.887,     2.113,     0.000,    805777.31
    2.887,     2.500,     0.000,    801977.94
    2.887,     2.887,     0.000,    798178.56
    2.500,     2.113,     0.000,    805777.31
    2.500,     2.500,     0.000,    801977.94
    2.500,     2.887,     0.000,    798178.56
    2.113,     2.113,     0.000,    805777.31
    2.113,     2.500,     0.000,    801977.94
    2.113,     2.887,     0.000,    798178.56
    2.887,     3.113,     0.000,    795967.31
    2.887,     3.500,     0.000,    792167.94
    2.887,     3.887,     0.000,    788368.56
    2.500,     3.113,     0.000,    795967.31
    2.500,     3.500,     0.000,    792167.94
    2.500,     3.887,     0.000,    788368.56
    2.113,     3.113,     0.000,    795967.31
    2.113,     3.500,     0.000,    792167.94
    2.113,     3.887,     0.000,    788368.56
    2.887,     4.113,     0.000,    786157.31
