     24.887,      0.113,   1.008393
     24.887,        0.5,   1.008393
     24.887,      0.887,   1.008393
       24.5,      0.113,   1.010688
       24.5,        0.5,   1.010688
       24.5,      0.887,   1.010688
     24.113,      0.113,   1.012982
     24.113,        0.5,   1.012982
     24.113,      0.887,   1.012982
     24.887,      1.113,   1.008514
     24.887,        1.5,   1.008930
     24.887,      1.887,   1.009346
       24.5,      1.113,   1.010809
       24.5,        1.5,   1.011225
       24.5,      1.887,   1.011615
     24.113,      1.113,   1.013104
     24.113,        1.5,   1.013494
     24.113,      1.887,   1.013885
     24.887,      2.113,   1.009549
     24.887,        2.5,   1.009854
     24.887,      2.887,   1.010159
       24.5,      2.113,   1.011819
       24.5,        2.5,   1.012124
       24.5,      2.887,   1.012333
     24.113,      2.113,   1.014088
     24.113,        2.5,   1.014297
     24.113,      2.887,   1.014507
     24.887,      3.113,   1.010197
     24.887,        3.5,   1.010231
     24.887,      3.887,   1.010265
       24.5,      3.113,   1.012371
       24.5,        3.5,   1.012292
       24.5,      3.887,   1.012326
     24.113,      3.113,   1.014545
     24.113,        3.5,   1.014466
     24.113,      3.887,   1.014387
     24.887,      4.113,   1.010184
     24.887,        4.5,   1.009982
     24.887,      4.887,   1.009779
       24.5,      4.113,   1.012245
       24.5,        4.5,   1.011936
       24.5,      4.887,   1.011734
     24.113,      4.113,   1.014306
     24.113,        4.5,   1.013997
     24.113,      4.887,   1.013688
     24.887,      5.113,   1.009612
     24.887,        5.5,   1.009243
     24.887,      5.887,   1.008873
       24.5,      5.113,   1.011567
       24.5,        5.5,   1.011197
       24.5,      5.887,   1.010731
     24.113,      5.113,   1.013521
     24.113,        5.5,   1.013055
     24.113,      5.887,   1.012590
     24.887,      6.113,   1.008573
     24.887,        6.5,   1.008096
     24.887,      6.887,   1.007619
       24.5,      6.113,   1.010431
       24.5,        6.5,   1.009869
       24.5,      6.887,   1.009393
     24.113,      6.113,   1.012290
     24.113,        6.5,   1.011728
     24.113,      6.887,   1.011166
     24.887,      7.113,   1.007324
     24.887,        7.5,   1.006789
     24.887,      7.887,   1.006254
       24.5,      7.113,   1.009097
       24.5,        7.5,   1.008563
       24.5,      7.887,   1.007955
     24.113,      7.113,   1.010871
     24.113,        7.5,   1.010263
     24.113,      7.887,   1.009656
     24.887,      8.113,   1.005916
     24.887,        8.5,   1.005365
     24.887,      8.887,   1.004813
       24.5,      8.113,   1.007617
       24.5,        8.5,   1.007066
       24.5,      8.887,   1.006458
     24.113,      8.113,   1.009318
     24.113,        8.5,   1.008711
     24.113,      8.887,   1.008103
     24.887,      9.113,   1.004470
     24.887,        9.5,   1.003936
     24.887,      9.887,   1.003403
       24.5,      9.113,   1.006115
       24.5,        9.5,   1.005548
       24.5,      9.887,   1.005014
     24.113,      9.113,   1.007760
     24.113,        9.5,   1.007193
     24.113,      9.887,   1.006625
     24.887,     10.113,   1.003101
     24.887,       10.5,   1.002613
     24.887,     10.887,   1.002125
       24.5,     10.113,   1.004712
       24.5,       10.5,   1.004213
       24.5,     10.887,   1.003725
     24.113,     10.113,   1.006323
     24.113,       10.5,   1.005824
     24.113,     10.887,   1.005325
     24.887,     11.113,   1.001859
     24.887,       11.5,   1.001434
     24.887,     11.887,   1.001010
       24.5,     11.113,   1.003459
       24.5,       11.5,   1.003034
       24.5,     11.887,   1.002621
     24.113,     11.113,   1.005058
     24.113,       11.5,   1.004646
     24.113,     11.887,   1.004233
     24.887,     12.113,   1.000795
     24.887,       12.5,   1.000441
     24.887,     12.887,   1.000086
       24.5,     12.113,   1.002407
       24.5,       12.5,   1.002084
       24.5,     12.887,   1.001730
     24.113,     12.113,   1.004019
     24.113,       12.5,   1.003696
     24.113,     12.887,   1.003373
     24.887,     13.113,   0.999912
     24.887,       13.5,   0.999628
     24.887,     13.887,   0.999343
       24.5,     13.113,   1.001556
       24.5,       13.5,   1.001315
       24.5,     13.887,   1.001030
     24.113,     13.113,   1.003199
     24.113,       13.5,   1.002959
     24.113,     13.887,   1.002718
     24.887,     14.113,   0.999195
     24.887,       14.5,   0.998971
     24.887,     14.887,   0.998748
       24.5,     14.113,   1.000882
       24.5,       14.5,   1.000659
       24.5,     14.887,   1.000485
     24.113,     14.113,   1.002570
     24.113,       14.5,   1.002395
     24.113,     14.887,   1.002221
     24.887,     15.113,   0.998661
     24.887,       15.5,   0.998491
     24.887,     15.887,   0.998321
       24.5,     15.113,   1.000398
       24.5,       15.5,   1.000274
       24.5,     15.887,   1.000103
     24.113,     15.113,   1.002134
     24.113,       15.5,   1.002010
     24.113,     15.887,   1.001886
     24.887,     16.113,   0.998247
     24.887,       16.5,   0.998123
     24.887,     16.887,   0.997999
       24.5,     16.113,   1.000029
       24.5,       16.5,   0.999945
       24.5,     16.887,   0.999821
     24.113,     16.113,   1.001811
     24.113,       16.5,   1.001727
     24.113,     16.887,   1.001643
     24.887,     17.113,   0.997939
     24.887,       17.5,   0.997858
     24.887,     17.887,   0.997777
       24.5,     17.113,   0.999761
       24.5,       17.5,   0.999680
       24.5,     17.887,   0.999632
     24.113,     17.113,   1.001583
     24.113,       17.5,   1.001535
     24.113,     17.887,   1.001487
     24.887,     18.113,   0.997761
     24.887,       18.5,   0.997724
     24.887,     18.887,   0.997687
       24.5,     18.113,   0.999616
       24.5,       18.5,   0.999607
       24.5,     18.887,   0.999570
     24.113,     18.113,   1.001470
     24.113,       18.5,   1.001462
     24.113,     18.887,   1.001453
     24.887,     19.113,   0.997679
     24.887,       19.5,   0.997686
     24.887,     19.887,   0.997694
       24.5,     19.113,   0.999562
       24.5,       19.5,   0.999569
       24.5,     19.887,   0.999605
     24.113,     19.113,   1.001445
     24.113,       19.5,   1.001480
     24.113,     19.887,   1.001515
     24.887,     20.113,   0.997727
     24.887,       20.5,   0.997778
     24.887,     20.887,   0.997828
       24.5,     20.113,   0.999638
       24.5,       20.5,   0.999717
       24.5,     20.887,   0.999768
     24.113,     20.113,   1.001549
     24.113,       20.5,   1.001628
     24.113,     20.887,   1.001707
     24.887,     21.113,   0.997877
     24.887,       21.5,   0.997965
     24.887,     21.887,   0.998053
       24.5,     21.113,   0.999817
       24.5,       21.5,   0.999935
       24.5,     21.887,   1.000023
     24.113,     21.113,   1.001757
     24.113,       21.5,   1.001875
     24.113,     21.887,   1.001993
     24.887,     22.113,   0.998121
     24.887,       22.5,   0.998237
     24.887,     22.887,   0.998352
       24.5,     22.113,   1.000091
       24.5,       22.5,   1.000237
       24.5,     22.887,   1.000353
     24.113,     22.113,   1.002061
     24.113,       22.5,   1.002207
     24.113,     22.887,   1.002354
     24.887,     23.113,   0.998424
     24.887,       23.5,   0.998556
     24.887,     23.887,   0.998688
       24.5,     23.113,   1.000425
       24.5,       23.5,   1.000557
       24.5,     23.887,   1.000717
     24.113,     23.113,   1.002426
     24.113,       23.5,   1.002586
     24.113,     23.887,   1.002747
     24.887,     24.113,   0.998781
     24.887,       24.5,   0.998917
     24.887,     24.887,   0.999053
       24.5,     24.113,   1.000811
       24.5,       24.5,   1.000972
       24.5,     24.887,   1.001107
     24.113,     24.113,   1.002841
     24.113,       24.5,   1.003001
     24.113,     24.887,   1.003162
     23.887,      0.113,   1.016231
     23.887,        0.5,   1.016231
     23.887,      0.887,   1.016231
       23.5,      0.113,   1.025063
       23.5,        0.5,   1.025063
       23.5,      0.887,   1.025063
     23.113,      0.113,   1.033895
     23.113,        0.5,   1.033895
     23.113,      0.887,   1.033895
     23.887,      1.113,   1.016106
     23.887,        1.5,   1.016496
     23.887,      1.887,   1.016887
       23.5,      1.113,   1.024938
       23.5,        1.5,   1.024509
       23.5,      1.887,   1.024899
     23.113,      1.113,   1.033769
     23.113,        1.5,   1.033340
     23.113,      1.887,   1.032911
     23.887,      2.113,   1.016852
     23.887,        2.5,   1.017062
     23.887,      2.887,   1.017271
       23.5,      2.113,   1.024864
       23.5,        2.5,   1.024355
       23.5,      2.887,   1.024564
     23.113,      2.113,   1.032876
     23.113,        2.5,   1.032367
     23.113,      2.887,   1.031858
