24 0 1.008393
24 0 1.008393
24 0 1.008393
24 0 1.010688
24 0 1.010688
24 0 1.010688
24 0 1.012983
24 0 1.012983
24 0 1.012983
24 1 1.008515
24 1 1.008931
24 1 1.009347
24 1 1.010809
24 1 1.011226
24 1 1.011616
24 1 1.013104
24 1 1.013495
24 1 1.013885
24 2 1.009550
24 2 1.009855
24 2 1.010160
24 2 1.011819
24 2 1.012124
24 2 1.012333
24 2 1.014088
24 2 1.014298
24 2 1.014507
24 3 1.010198
24 3 1.010231
24 3 1.010265
24 3 1.012371
24 3 1.012293
24 3 1.012326
24 3 1.014545
24 3 1.014466
24 3 1.014387
24 4 1.010185
24 4 1.009982
24 4 1.009780
24 4 1.012246
24 4 1.011937
24 4 1.011734
24 4 1.014307
24 4 1.013998
24 4 1.013688
24 5 1.009613
24 5 1.009243
24 5 1.008874
24 5 1.011567
24 5 1.011197
24 5 1.010732
24 5 1.013521
24 5 1.013056
24 5 1.012590
24 6 1.008574
24 6 1.008097
24 6 1.007620
24 6 1.010432
24 6 1.009870
24 6 1.009393
24 6 1.012290
24 6 1.011728
24 6 1.011166
24 7 1.007325
24 7 1.006790
24 7 1.006255
24 7 1.009098
24 7 1.008563
24 7 1.007956
24 7 1.010871
24 7 1.010264
24 7 1.009657
24 8 1.005917
24 8 1.005365
24 8 1.004814
24 8 1.007617
24 8 1.007066
24 8 1.006459
24 8 1.009318
24 8 1.008711
24 8 1.008104
24 9 1.004471
24 9 1.003937
24 9 1.003403
24 9 1.006116
24 9 1.005548
24 9 1.005014
24 9 1.007761
24 9 1.007193
24 9 1.006625
24 10 1.003102
24 10 1.002614
24 10 1.002126
24 10 1.004713
24 10 1.004214
24 10 1.003725
24 10 1.006324
24 10 1.005825
24 10 1.005325
24 11 1.001859
24 11 1.001435
24 11 1.001010
24 11 1.003459
24 11 1.003035
24 11 1.002622
24 11 1.005059
24 11 1.004646
24 11 1.004234
24 12 1.000795
24 12 1.000441
24 12 1.000087
24 12 1.002407
24 12 1.002085
24 12 1.001730
24 12 1.004019
24 12 1.003696
24 12 1.003374
24 13 0.999913
24 13 0.999628
24 13 0.999343
24 13 1.001556
24 13 1.001316
24 13 1.001031
24 13 1.003200
24 13 1.002959
24 13 1.002718
24 14 0.999195
24 14 0.998972
24 14 0.998749
24 14 1.000883
24 14 1.000660
24 14 1.000485
24 14 1.002570
24 14 1.002396
24 14 1.002222
24 15 0.998662
24 15 0.998492
24 15 0.998322
24 15 1.000398
24 15 1.000274
24 15 1.000104
24 15 1.002135
24 15 1.002010
24 15 1.001886
24 16 0.998247
24 16 0.998123
24 16 0.997999
24 16 1.000030
24 16 0.999945
24 16 0.999821
24 16 1.001812
24 16 1.001728
24 16 1.001643
24 17 0.997939
24 17 0.997859
24 17 0.997778
24 17 0.999761
24 17 0.999681
24 17 0.999633
24 17 1.001583
24 17 1.001535
24 17 1.001487
24 18 0.997761
24 18 0.997725
24 18 0.997688
24 18 0.999616
24 18 0.999608
24 18 0.999571
24 18 1.001471
24 18 1.001462
24 18 1.001454
24 19 0.997679
24 19 0.997687
24 19 0.997694
24 19 0.999562
24 19 0.999570
24 19 0.999605
24 19 1.001445
24 19 1.001481
24 19 1.001516
24 20 0.997728
24 20 0.997778
24 20 0.997829
24 20 0.999639
24 20 0.999718
24 20 0.999768
24 20 1.001549
24 20 1.001629
24 20 1.001708
24 21 0.997878
24 21 0.997966
24 21 0.998053
24 21 0.999818
24 21 0.999936
24 21 1.000023
24 21 1.001757
24 21 1.001875
24 21 1.001993
24 22 0.998122
24 22 0.998237
24 22 0.998353
24 22 1.000092
24 22 1.000238
24 22 1.000353
24 22 1.002061
24 22 1.002208
24 22 1.002354
24 23 0.998425
24 23 0.998556
24 23 0.998688
24 23 1.000426
24 23 1.000557
24 23 1.000718
24 23 1.002426
24 23 1.002587
24 23 1.002747
24 24 0.998782
24 24 0.998918
24 24 0.999053
24 24 1.000812
24 24 1.000972
24 24 1.001108
24 24 1.002841
24 24 1.003002
24 24 1.003162
23 0 1.016232
23 0 1.016232
23 0 1.016232
23 0 1.025063
23 0 1.025063
23 0 1.025063
23 0 1.033895
23 0 1.033895
23 0 1.033895
23 1 1.016106
23 1 1.016497
23 1 1.016887
23 1 1.024938
23 1 1.024509
23 1 1.024899
23 1 1.033770
23 1 1.033341
23 1 1.032912
23 2 1.016853
23 2 1.017062
23 2 1.017271
23 2 1.024865
23 2 1.024355
23 2 1.024565
23 2 1.032877
23 2 1.032368
23 2 1.031858
23 3 1.017310
23 3 1.017231
23 3 1.017152
23 3 1.024603
23 3 1.024524
23 3 1.024070
23 3 1.031896
23 3 1.031442
23 3 1.030988
23 4 1.016929
23 4 1.016620
23 4 1.016310
23 4 1.023847
23 4 1.023538
23 4 1.023116
23 4 1.030766
23 4 1.030343
23 4 1.029921
23 5 1.016064
23 5 1.015598
23 5 1.015133
23 5 1.022869
23 5 1.022447
23 5 1.021981
23 5 1.029675
23 5 1.029252
23 5 1.028830
23 6 1.014833
23 6 1.014271
23 6 1.013709
23 6 1.021681
23 6 1.021119
23 6 1.020694
23 6 1.028530
23 6 1.028104
23 6 1.027679
23 7 1.013465
23 7 1.012857
23 7 1.012250
23 7 1.020450
23 7 1.020039
23 7 1.019432
23 7 1.027435
23 7 1.027024
23 7 1.026613
23 8 1.011896
23 8 1.011288
23 8 1.010681
23 8 1.019077
23 8 1.018470
23 8 1.018102
23 8 1.026259
23 8 1.025891
23 8 1.025523
23 9 1.010487
23 9 1.009919
23 9 1.009352
23 9 1.017908
23 9 1.017612
23 9 1.017044
23 9 1.025329
23 9 1.025033
23 9 1.024736
23 10 1.009040
23 10 1.008541
23 10 1.008042
23 10 1.016732
23 10 1.016233
23 10 1.016025
23 10 1.024424
23 10 1.024216
23 10 1.024008
23 11 1.007947
23 11 1.007535
23 11 1.007122
23 11 1.015930
23 11 1.015815
23 11 1.015403
23 11 1.023913
23 11 1.023799
23 11 1.023684
23 12 1.006908
23 12 1.006585
23 12 1.006262
23 12 1.015188
23 12 1.014865
23 12 1.014835
23 12 1.023469
23 12 1.023439
23 12 1.023409
23 13 1.006183
23 13 1.005942
23 13 1.005702
23 13 1.014756
23 13 1.014515
23 13 1.014550
23 13 1.023329
23 13 1.023364
23 13 1.023398
23 14 1.005733
23 14 1.005559
23 14 1.005385
23 14 1.014581
23 14 1.014655
23 14 1.014480
23 14 1.023430
23 14 1.023503
23 14 1.023576
23 15 1.005360
23 15 1.005235
23 15 1.005111
23 15 1.014455
23 15 1.014543
23 15 1.014419
23 15 1.023551
23 15 1.023639
23 15 1.023727
23 16 1.005050
23 16 1.004966
23 16 1.004882
23 16 1.014358
23 16 1.014274
23 16 1.014362
23 16 1.023666
23 16 1.023755
23 16 1.023843
23 17 1.004932
23 17 1.004884
23 17 1.004836
23 17 1.014413
23 17 1.014499
23 17 1.014452
23 17 1.023894
23 17 1.023980
23 17 1.024067
23 18 1.004820
23 18 1.004811
23 18 1.004803
23 18 1.014435
23 18 1.014426
23 18 1.014516
23 18 1.024050
23 18 1.024140
23 18 1.024230
23 19 1.004839
23 19 1.004875
23 19 1.004910
23 19 1.014553
23 19 1.014588
23 19 1.014688
23 19 1.024266
23 19 1.024366
23 19 1.024467
23 20 1.004973
23 20 1.005052
23 20 1.005131
23 20 1.014751
23 20 1.014865
23 20 1.014945
23 20 1.024529
23 20 1.024644
23 20 1.024758
23 21 1.005192
23 21 1.005310
23 21 1.005428
23 21 1.015006
23 21 1.015134
23 21 1.015252
23 21 1.024819
23 21 1.024948
23 21 1.025076
23 22 1.005505
23 22 1.005652
23 22 1.005798
23 22 1.015329
23 22 1.015475
23 22 1.015611
23 22 1.025153
23 22 1.025289
23 22 1.025424
23 23 1.005876
23 23 1.006037
23 23 1.006198
23 23 1.015690
23 23 1.015823
23 23 1.015984
23 23 1.025503
23 23 1.025637
23 23 1.025771
23 24 1.006291
23 24 1.006452
23 24 1.006613
23 24 1.016078
23 24 1.016239
23 24 1.016362
23 24 1.025864
23 24 1.025987
23 24 1.026110
22 0 1.044875
22 0 1.044875
22 0 1.044875
22 0 1.073645
22 0 1.073645
22 0 1.073645
22 0 1.102415
22 0 1.102415
22 0 1.102415
22 1 1.044749
22 1 1.044320
22 1 1.043891
22 1 1.073520
22 1 1.073091
22 1 1.070916
22 1 1.102290
22 1 1.100116
22 1 1.097942
22 2 1.043107
22 2 1.042598
22 2 1.042089
22 2 1.070133
22 2 1.069624
22 2 1.067759
22 2 1.097158
22 2 1.095294
22 2 1.093429
22 3 1.041267
22 3 1.040813
22 3 1.040359
22 3 1.066937
22 3 1.065987
22 3 1.065534
22 3 1.092607
22 3 1.091658
22 3 1.090708
22 4 1.040103
22 4 1.039681
22 4 1.039259
22 4 1.065278
22 4 1.064855
22 4 1.064621
22 4 1.090452
22 4 1.090217
22 4 1.089982
22 5 1.039067
22 5 1.038645
22 5 1.038223
22 5 1.064429
22 5 1.064007
22 5 1.064216
22 5 1.089790
22 5 1.090000
22 5 1.090209
22 6 1.038425
22 6 1.037999
22 6 1.037573
22 6 1.064418
22 6 1.064901
22 6 1.064476
22 6 1.090411
22 6 1.090895
22 6 1.091378
22 7 1.037329
22 7 1.036919
22 7 1.036508
22 7 1.064232
22 7 1.063821
22 7 1.064491
22 7 1.091134
22 7 1.091804
22 7 1.092474
22 8 1.036940
22 8 1.036572
22 8 1.036204
22 8 1.064923
22 8 1.065730
22 8 1.065362
22 8 1.092906
22 8 1.093713
22 8 1.094520
22 9 1.036010
22 9 1.035713
22 9 1.035417
22 9 1.065168
22 9 1.064871
22 9 1.065776
22 9 1.094326
22 9 1.095231
22 9 1.096135
22 10 1.035962
22 10 1.035753
22 10 1.035545
22 10 1.066321
22 10 1.067283
22 10 1.067075
22 10 1.096680
22 10 1.097643
22 10 1.098605
22 11 1.035451
22 11 1.035336
22 11 1.035221
22 11 1.066981
22 11 1.066866
22 11 1.067845
22 11 1.098511
22 11 1.099490
22 11 1.100468
22 12 1.035786
22 12 1.035756
22 12 1.035726
22 12 1.068410
22 12 1.069366
22 12 1.069336
22 12 1.101033
22 12 1.101990
22 12 1.102946
22 13 1.035727
22 13 1.035761
22 13 1.035796
22 13 1.069337
22 13 1.069371
22 13 1.070271
22 13 1.102947
22 13 1.103847
22 13 1.104746
22 14 1.036296
22 14 1.036369
22 14 1.036442
22 14 1.070771
22 14 1.071585
22 14 1.071658
22 14 1.105246
22 14 1.106060
22 14 1.106873
22 15 1.036489
22 15 1.036578
22 15 1.036666
22 15 1.071705
22 15 1.071793
22 15 1.072501
22 15 1.106920
22 15 1.107628
22 15 1.108337
22 16 1.037045
22 16 1.037134
22 16 1.037222
22 16 1.072881
22 16 1.073472
22 16 1.073561
22 16 1.108716
22 16 1.109308
22 16 1.109900
22 17 1.037273
22 17 1.037359
22 17 1.037445
22 17 1.073612
22 17 1.073698
22 17 1.074172
22 17 1.109951
22 17 1.110424
22 17 1.110898
22 18 1.037689
22 18 1.037778
22 18 1.037868
22 18 1.074415
22 18 1.074775
22 18 1.074864
22 18 1.111141
22 18 1.111501
22 18 1.111860
22 19 1.037968
22 19 1.038068
22 19 1.038168
22 19 1.074964
22 19 1.075216
22 19 1.075316
22 19 1.111960
22 19 1.112212
22 19 1.112464
22 20 1.038231
22 20 1.038346
22 20 1.038460
22 20 1.075379
22 20 1.075493
22 20 1.075647
22 20 1.112527
22 20 1.112680
22 20 1.112834
22 21 1.038525
22 21 1.038653
22 21 1.038782
22 21 1.075712
22 21 1.075779
22 21 1.075907
22 21 1.112898
22 21 1.112966
22 21 1.113033
22 22 1.038859
22 22 1.038994
22 22 1.039130
22 22 1.075985
22 22 1.076120
22 22 1.076115
22 22 1.113110
22 22 1.113106
22 22 1.113101
22 23 1.039168
22 23 1.039301
22 23 1.039435
22 23 1.076153
22 23 1.076287
22 23 1.076229
22 23 1.113139
22 23 1.113081
22 23 1.113023
22 24 1.039391
22 24 1.039514
22 24 1.039637
