x, y, z, voidRatio
   16.887,    14.500,     0.000, 0.2999531
   16.887,    14.887,     0.000, 0.2999604
   16.500,    14.113,     0.000, 0.2999457
   16.500,    14.500,     0.000, 0.2999531
   16.500,    14.887,     0.000, 0.2999604
   16.113,    14.113,     0.000, 0.2999457
   16.113,    14.500,     0.000, 0.2999531
   16.113,    14.887,     0.000, 0.2999604
   16.887,    15.113,     0.000, 0.2999638
   16.887,    15.500,     0.000, 0.2999681
   16.887,    15.887,     0.000, 0.2999724
   16.500,    15.113,     0.000, 0.2999638
   16.500,    15.500,     0.000, 0.2999681
   16.500,    15.887,     0.000, 0.2999724
   16.113,    15.113,     0.000, 0.2999638
   16.113,    15.500,     0.000, 0.2999681
   16.113,    15.887,     0.000, 0.2999724
   16.887,    16.113,     0.000, 0.2999744
   16.887,    16.500,     0.000, 0.2999769
   16.887,    16.887,     0.000, 0.2999794
   16.500,    16.113,     0.000, 0.2999744
   16.500,    16.500,     0.000, 0.2999769
   16.500,    16.887,     0.000, 0.2999794
   16.113,    16.113,     0.000, 0.2999744
   16.113,    16.500,     0.000, 0.2999769
   16.113,    16.887,     0.000, 0.2999794
   16.887,    17.113,     0.000, 0.2999806
   16.887,    17.500,     0.000, 0.2999821
   16.887,    17.887,     0.000, 0.2999836
   16.500,    17.113,     0.000, 0.2999806
   16.500,    17.500,     0.000, 0.2999821
   16.500,    17.887,     0.000, 0.2999836
   16.113,    17.113,     0.000, 0.2999806
   16.113,    17.500,     0.000, 0.2999821
   16.113,    17.887,     0.000, 0.2999836
   16.887,    18.113,     0.000, 0.2999843
   16.887,    18.500,     0.000, 0.2999852
   16.887,    18.887,     0.000, 0.2999861
   16.500,    18.113,     0.000, 0.2999843
   16.500,    18.500,     0.000, 0.2999852
   16.500,    18.887,     0.000, 0.2999861
   16.113,    18.113,     0.000, 0.2999843
   16.113,    18.500,     0.000, 0.2999852
   16.113,    18.887,     0.000, 0.2999861
   16.887,    19.113,     0.000, 0.2999865
   16.887,    19.500,     0.000, 0.2999871
   16.887,    19.887,     0.000, 0.2999876
   16.500,    19.113,     0.000, 0.2999865
   16.500,    19.500,     0.000, 0.2999871
   16.500,    19.887,     0.000, 0.2999876
   16.113,    19.113,     0.000, 0.2999865
   16.113,    19.500,     0.000, 0.2999871
   16.113,    19.887,     0.000, 0.2999876
   16.887,    20.113,     0.000, 0.2999879
   16.887,    20.500,     0.000, 0.2999883
   16.887,    20.887,     0.000, 0.2999887
   16.500,    20.113,     0.000, 0.2999879
   16.500,    20.500,     0.000, 0.2999883
   16.500,    20.887,     0.000, 0.2999887
   16.113,    20.113,     0.000, 0.2999879
   16.113,    20.500,     0.000, 0.2999883
   16.113,    20.887,     0.000, 0.2999887
   16.887,    21.113,     0.000, 0.2999888
   16.887,    21.500,     0.000, 0.2999891
   16.887,    21.887,     0.000, 0.2999894
   16.500,    21.113,     0.000, 0.2999888
   16.500,    21.500,     0.000, 0.2999891
   16.500,    21.887,     0.000, 0.2999894
   16.113,    21.113,     0.000, 0.2999888
   16.113,    21.500,     0.000, 0.2999891
   16.113,    21.887,     0.000, 0.2999894
   16.887,    22.113,     0.000, 0.2999895
   16.887,    22.500,     0.000, 0.2999897
   16.887,    22.887,     0.000, 0.2999899
   16.500,    22.113,     0.000, 0.2999895
   16.500,    22.500,     0.000, 0.2999897
   16.500,    22.887,     0.000, 0.2999899
   16.113,    22.113,     0.000, 0.2999895
   16.113,    22.500,     0.000, 0.2999897
   16.113,    22.887,     0.000, 0.2999899
   16.887,    23.113,     0.000, 0.2999901
   16.887,    23.500,     0.000, 0.2999902
   16.887,    23.887,     0.000, 0.2999904
   16.500,    23.113,     0.000, 0.2999901
   16.500,    23.500,     0.000, 0.2999902
   16.500,    23.887,     0.000, 0.2999904
   16.113,    23.113,     0.000, 0.2999901
   16.113,    23.500,     0.000, 0.2999902
   16.113,    23.887,     0.000, 0.2999904
   16.887,    24.113,     0.000, 0.2999905
   16.887,    24.500,     0.000, 0.2999907
   16.887,    24.887,     0.000, 0.2999908
   16.500,    24.113,     0.000, 0.2999905
   16.500,    24.500,     0.000, 0.2999907
   16.500,    24.887,     0.000, 0.2999908
   16.113,    24.113,     0.000, 0.2999905
   16.113,    24.500,     0.000, 0.2999907
   16.113,    24.887,     0.000, 0.2999908
   15.887,     0.113,     0.000, 0.2774691
   15.887,     0.500,     0.000, 0.2799827
   15.887,     0.887,     0.000, 0.2825063
   15.500,     0.113,     0.000, 0.2774691
   15.500,     0.500,     0.000, 0.2799827
   15.500,     0.887,     0.000, 0.2825063
   15.113,     0.113,     0.000, 0.2774691
   15.113,     0.500,     0.000, 0.2799827
   15.113,     0.887,     0.000, 0.2825063
   15.887,     1.113,     0.000, 0.2837975
   15.887,     1.500,     0.000, 0.2857079
   15.887,     1.887,     0.000, 0.2876240
   15.500,     1.113,     0.000, 0.2837975
   15.500,     1.500,     0.000, 0.2857079
   15.500,     1.887,     0.000, 0.2876240
   15.113,     1.113,     0.000, 0.2837975
   15.113,     1.500,     0.000, 0.2857079
   15.113,     1.887,     0.000, 0.2876240
   15.887,     2.113,     0.000, 0.2885937
   15.887,     2.500,     0.000, 0.2900081
   15.887,     2.887,     0.000, 0.2914256
   15.500,     2.113,     0.000, 0.2885937
   15.500,     2.500,     0.000, 0.2900081
   15.500,     2.887,     0.000, 0.2914256
   15.113,     2.113,     0.000, 0.2885937
   15.113,     2.500,     0.000, 0.2900081
   15.113,     2.887,     0.000, 0.2914256
   15.887,     3.113,     0.000, 0.2921353
   15.887,     3.500,     0.000, 0.2931559
   15.887,     3.887,     0.000, 0.2941782
   15.500,     3.113,     0.000, 0.2921353
   15.500,     3.500,     0.000, 0.2931559
   15.500,     3.887,     0.000, 0.2941782
   15.113,     3.113,     0.000, 0.2921353
   15.113,     3.500,     0.000, 0.2931559
   15.113,     3.887,     0.000, 0.2941782
   15.887,     4.113,     0.000, 0.2946849
   15.887,     4.500,     0.000, 0.2954034
   15.887,     4.887,     0.000, 0.2961226
   15.500,     4.113,     0.000, 0.2946849
   15.500,     4.500,     0.000, 0.2954034
   15.500,     4.887,     0.000, 0.2961226
   15.113,     4.113,     0.000, 0.2946849
   15.113,     4.500,     0.000, 0.2954034
   15.113,     4.887,     0.000, 0.2961226
   15.887,     5.113,     0.000, 0.2964758
   15.887,     5.500,     0.000, 0.2969698
   15.887,     5.887,     0.000, 0.2974642
   15.500,     5.113,     0.000, 0.2964758
   15.500,     5.500,     0.000, 0.2969698
   15.500,     5.887,     0.000, 0.2974642
   15.113,     5.113,     0.000, 0.2964758
   15.113,     5.500,     0.000, 0.2969698
   15.113,     5.887,     0.000, 0.2974642
   15.887,     6.113,     0.000, 0.2977047
   15.887,     6.500,     0.000, 0.2980368
   15.887,     6.887,     0.000, 0.2983691
   15.500,     6.113,     0.000, 0.2977047
   15.500,     6.500,     0.000, 0.2980368
   15.500,     6.887,     0.000, 0.2983691
   15.113,     6.113,     0.000, 0.2977047
   15.113,     6.500,     0.000, 0.2980368
   15.113,     6.887,     0.000, 0.2983691
   15.887,     7.113,     0.000, 0.2985295
   15.887,     7.500,     0.000, 0.2987482
   15.887,     7.887,     0.000, 0.2989669
   15.500,     7.113,     0.000, 0.2985295
   15.500,     7.500,     0.000, 0.2987482
   15.500,     7.887,     0.000, 0.2989669
   15.113,     7.113,     0.000, 0.2985295
   15.113,     7.500,     0.000, 0.2987482
   15.113,     7.887,     0.000, 0.2989669
   15.887,     8.113,     0.000, 0.2990716
   15.887,     8.500,     0.000, 0.2992128
   15.887,     8.887,     0.000, 0.2993539
   15.500,     8.113,     0.000, 0.2990716
   15.500,     8.500,     0.000, 0.2992128
   15.500,     8.887,     0.000, 0.2993539
   15.113,     8.113,     0.000, 0.2990716
   15.113,     8.500,     0.000, 0.2992128
   15.113,     8.887,     0.000, 0.2993539
   15.887,     9.113,     0.000, 0.2994210
   15.887,     9.500,     0.000, 0.2995105
   15.887,     9.887,     0.000, 0.2996000
   15.500,     9.113,     0.000, 0.2994210
   15.500,     9.500,     0.000, 0.2995105
   15.500,     9.887,     0.000, 0.2996000
   15.113,     9.113,     0.000, 0.2994210
   15.113,     9.500,     0.000, 0.2995105
   15.113,     9.887,     0.000, 0.2996000
   15.887,    10.113,     0.000, 0.2996422
   15.887,    10.500,     0.000, 0.2996980
   15.887,    10.887,     0.000, 0.2997537
   15.500,    10.113,     0.000, 0.2996422
   15.500,    10.500,     0.000, 0.2996980
   15.500,    10.887,     0.000, 0.2997537
   15.113,    10.113,     0.000, 0.2996422
   15.113,    10.500,     0.000, 0.2996980
   15.113,    10.887,     0.000, 0.2997537
   15.887,    11.113,     0.000, 0.2997799
   15.887,    11.500,     0.000, 0.2998141
   15.887,    11.887,     0.000, 0.2998483
   15.500,    11.113,     0.000, 0.2997799
   15.500,    11.500,     0.000, 0.2998141
   15.500,    11.887,     0.000, 0.2998483
   15.113,    11.113,     0.000, 0.2997799
   15.113,    11.500,     0.000, 0.2998141
   15.113,    11.887,     0.000, 0.2998483
   15.887,    12.113,     0.000, 0.2998643
   15.887,    12.500,     0.000, 0.2998849
   15.887,    12.887,     0.000, 0.2999057
   15.500,    12.113,     0.000, 0.2998643
   15.500,    12.500,     0.000, 0.2998849
   15.500,    12.887,     0.000, 0.2999057
   15.113,    12.113,     0.000, 0.2998643
   15.113,    12.500,     0.000, 0.2998849
   15.113,    12.887,     0.000, 0.2999057
   15.887,    13.113,     0.000, 0.2999153
   15.887,    13.500,     0.000, 0.2999277
   15.887,    13.887,     0.000, 0.2999400
   15.500,    13.113,     0.000, 0.2999153
   15.500,    13.500,     0.000, 0.2999277
   15.500,    13.887,     0.000, 0.2999400
   15.113,    13.113,     0.000, 0.2999153
   15.113,    13.500,     0.000, 0.2999277
   15.113,    13.887,     0.000, 0.2999400
   15.887,    14.113,     0.000, 0.2999457
   15.887,    14.500,     0.000, 0.2999531
   15.887,    14.887,     0.000, 0.2999604
   15.500,    14.113,     0.000, 0.2999457
   15.500,    14.500,     0.000, 0.2999531
   15.500,    14.887,     0.000, 0.2999604
   15.113,    14.113,     0.000, 0.2999457
   15.113,    14.500,     0.000, 0.2999531
   15.113,    14.887,     0.000, 0.2999604
   15.887,    15.113,     0.000, 0.2999638
   15.887,    15.500,     0.000, 0.2999681
   15.887,    15.887,     0.000, 0.2999724
   15.500,    15.113,     0.000, 0.2999638
   15.500,    15.500,     0.000, 0.2999681
   15.500,    15.887,     0.000, 0.2999724
   15.113,    15.113,     0.000, 0.2999638
   15.113,    15.500,     0.000, 0.2999681
   15.113,    15.887,     0.000, 0.2999724
   15.887,    16.113,     0.000, 0.2999744
   15.887,    16.500,     0.000, 0.2999769
   15.887,    16.887,     0.000, 0.2999794
   15.500,    16.113,     0.000, 0.2999744
   15.500,    16.500,     0.000, 0.2999769
   15.500,    16.887,     0.000, 0.2999794
   15.113,    16.113,     0.000, 0.2999744
   15.113,    16.500,     0.000, 0.2999769
   15.113,    16.887,     0.000, 0.2999794
   15.887,    17.113,     0.000, 0.2999806
   15.887,    17.500,     0.000, 0.2999821
   15.887,    17.887,     0.000, 0.2999836
   15.500,    17.113,     0.000, 0.2999806
   15.500,    17.500,     0.000, 0.2999821
   15.500,    17.887,     0.000, 0.2999836
   15.113,    17.113,     0.000, 0.2999806
   15.113,    17.500,     0.000, 0.2999821
   15.113,    17.887,     0.000, 0.2999836
   15.887,    18.113,     0.000, 0.2999843
   15.887,    18.500,     0.000, 0.2999852
   15.887,    18.887,     0.000, 0.2999861
   15.500,    18.113,     0.000, 0.2999843
   15.500,    18.500,     0.000, 0.2999852
   15.500,    18.887,     0.000, 0.2999861
   15.113,    18.113,     0.000, 0.2999843
   15.113,    18.500,     0.000, 0.2999852
   15.113,    18.887,     0.000, 0.2999861
   15.887,    19.113,     0.000, 0.2999865
   15.887,    19.500,     0.000, 0.2999871
   15.887,    19.887,     0.000, 0.2999876
   15.500,    19.113,     0.000, 0.2999865
   15.500,    19.500,     0.000, 0.2999871
   15.500,    19.887,     0.000, 0.2999876
   15.113,    19.113,     0.000, 0.2999865
   15.113,    19.500,     0.000, 0.2999871
   15.113,    19.887,     0.000, 0.2999876
   15.887,    20.113,     0.000, 0.2999879
   15.887,    20.500,     0.000, 0.2999883
   15.887,    20.887,     0.000, 0.2999887
   15.500,    20.113,     0.000, 0.2999879
   15.500,    20.500,     0.000, 0.2999883
   15.500,    20.887,     0.000, 0.2999887
   15.113,    20.113,     0.000, 0.2999879
   15.113,    20.500,     0.000, 0.2999883
   15.113,    20.887,     0.000, 0.2999887
   15.887,    21.113,     0.000, 0.2999888
   15.887,    21.500,     0.000, 0.2999891
   15.887,    21.887,     0.000, 0.2999894
   15.500,    21.113,     0.000, 0.2999888
   15.500,    21.500,     0.000, 0.2999891
   15.500,    21.887,     0.000, 0.2999894
   15.113,    21.113,     0.000, 0.2999888
   15.113,    21.500,     0.000, 0.2999891
   15.113,    21.887,     0.000, 0.2999894
   15.887,    22.113,     0.000, 0.2999895
   15.887,    22.500,     0.000, 0.2999897
   15.887,    22.887,     0.000, 0.2999899
   15.500,    22.113,     0.000, 0.2999895
   15.500,    22.500,     0.000, 0.2999897
   15.500,    22.887,     0.000, 0.2999899
   15.113,    22.113,     0.000, 0.2999895
   15.113,    22.500,     0.000, 0.2999897
   15.113,    22.887,     0.000, 0.2999899
   15.887,    23.113,     0.000, 0.2999901
   15.887,    23.500,     0.000, 0.2999902
   15.887,    23.887,     0.000, 0.2999904
   15.500,    23.113,     0.000, 0.2999901
   15.500,    23.500,     0.000, 0.2999902
   15.500,    23.887,     0.000, 0.2999904
   15.113,    23.113,     0.000, 0.2999901
   15.113,    23.500,     0.000, 0.2999902
   15.113,    23.887,     0.000, 0.2999904
   15.887,    24.113,     0.000, 0.2999905
   15.887,    24.500,     0.000, 0.2999907
   15.887,    24.887,     0.000, 0.2999908
   15.500,    24.113,     0.000, 0.2999905
   15.500,    24.500,     0.000, 0.2999907
   15.500,    24.887,     0.000, 0.2999908
   15.113,    24.113,     0.000, 0.2999905
   15.113,    24.500,     0.000, 0.2999907
   15.113,    24.887,     0.000, 0.2999908
   14.887,     0.113,     0.000, 0.2774691
   14.887,     0.500,     0.000, 0.2799827
   14.887,     0.887,     0.000, 0.2825063
   14.500,     0.113,     0.000, 0.2774691
   14.500,     0.500,     0.000, 0.2799827
   14.500,     0.887,     0.000, 0.2825063
   14.113,     0.113,     0.000, 0.2774691
   14.113,     0.500,     0.000, 0.2799827
   14.113,     0.887,     0.000, 0.2825063
   14.887,     1.113,     0.000, 0.2837975
   14.887,     1.500,     0.000, 0.2857079
   14.887,     1.887,     0.000, 0.2876240
   14.500,     1.113,     0.000, 0.2837975
   14.500,     1.500,     0.000, 0.2857079
   14.500,     1.887,     0.000, 0.2876240
   14.113,     1.113,     0.000, 0.2837975
   14.113,     1.500,     0.000, 0.2857079
   14.113,     1.887,     0.000, 0.2876240
   14.887,     2.113,     0.000, 0.2885937
   14.887,     2.500,     0.000, 0.2900081
   14.887,     2.887,     0.000, 0.2914256
   14.500,     2.113,     0.000, 0.2885937
   14.500,     2.500,     0.000, 0.2900081
   14.500,     2.887,     0.000, 0.2914256
   14.113,     2.113,     0.000, 0.2885937
   14.113,     2.500,     0.000, 0.2900081
   14.113,     2.887,     0.000, 0.2914256
   14.887,     3.113,     0.000, 0.2921353
   14.887,     3.500,     0.000, 0.2931559
   14.887,     3.887,     0.000, 0.2941782
   14.500,     3.113,     0.000, 0.2921353
   14.500,     3.500,     0.000, 0.2931559
   14.500,     3.887,     0.000, 0.2941782
   14.113,     3.113,     0.000, 0.2921353
   14.113,     3.500,     0.000, 0.2931559
   14.113,     3.887,     0.000, 0.2941782
   14.887,     4.113,     0.000, 0.2946849
   14.887,     4.500,     0.000, 0.2954034
   14.887,     4.887,     0.000, 0.2961226
   14.500,     4.113,     0.000, 0.2946849
   14.500,     4.500,     0.000, 0.2954034
   14.500,     4.887,     0.000, 0.2961226
   14.113,     4.113,     0.000, 0.2946849
   14.113,     4.500,     0.000, 0.2954034
   14.113,     4.887,     0.000, 0.2961226
   14.887,     5.113,     0.000, 0.2964758
   14.887,     5.500,     0.000, 0.2969698
   14.887,     5.887,     0.000, 0.2974642
   14.500,     5.113,     0.000, 0.2964758
   14.500,     5.500,     0.000, 0.2969698
   14.500,     5.887,     0.000, 0.2974642
   14.113,     5.113,     0.000, 0.2964758
   14.113,     5.500,     0.000, 0.2969698
   14.113,     5.887,     0.000, 0.2974642
   14.887,     6.113,     0.000, 0.2977047
   14.887,     6.500,     0.000, 0.2980368
   14.887,     6.887,     0.000, 0.2983691
   14.500,     6.113,     0.000, 0.2977047
   14.500,     6.500,     0.000, 0.2980368
   14.500,     6.887,     0.000, 0.2983691
   14.113,     6.113,     0.000, 0.2977047
   14.113,     6.500,     0.000, 0.2980368
   14.113,     6.887,     0.000, 0.2983691
   14.887,     7.113,     0.000, 0.2985295
   14.887,     7.500,     0.000, 0.2987482
   14.887,     7.887,     0.000, 0.2989669
   14.500,     7.113,     0.000, 0.2985295
   14.500,     7.500,     0.000, 0.2987482
   14.500,     7.887,     0.000, 0.2989669
   14.113,     7.113,     0.000, 0.2985295
   14.113,     7.500,     0.000, 0.2987482
   14.113,     7.887,     0.000, 0.2989669
   14.887,     8.113,     0.000, 0.2990716
   14.887,     8.500,     0.000, 0.2992128
   14.887,     8.887,     0.000, 0.2993539
   14.500,     8.113,     0.000, 0.2990716
   14.500,     8.500,     0.000, 0.2992128
   14.500,     8.887,     0.000, 0.2993539
   14.113,     8.113,     0.000, 0.2990716
   14.113,     8.500,     0.000, 0.2992128
   14.113,     8.887,     0.000, 0.2993539
   14.887,     9.113,     0.000, 0.2994210
   14.887,     9.500,     0.000, 0.2995105
   14.887,     9.887,     0.000, 0.2996000
   14.500,     9.113,     0.000, 0.2994210
   14.500,     9.500,     0.000, 0.2995105
   14.500,     9.887,     0.000, 0.2996000
   14.113,     9.113,     0.000, 0.2994210
   14.113,     9.500,     0.000, 0.2995105
   14.113,     9.887,     0.000, 0.2996000
   14.887,    10.113,     0.000, 0.2996422
   14.887,    10.500,     0.000, 0.2996980
   14.887,    10.887,     0.000, 0.2997537
   14.500,    10.113,     0.000, 0.2996422
   14.500,    10.500,     0.000, 0.2996980
   14.500,    10.887,     0.000, 0.2997537
   14.113,    10.113,     0.000, 0.2996422
   14.113,    10.500,     0.000, 0.2996980
   14.113,    10.887,     0.000, 0.2997537
   14.887,    11.113,     0.000, 0.2997799
   14.887,    11.500,     0.000, 0.2998141
   14.887,    11.887,     0.000, 0.2998483
   14.500,    11.113,     0.000, 0.2997799
   14.500,    11.500,     0.000, 0.2998141
   14.500,    11.887,     0.000, 0.2998483
   14.113,    11.113,     0.000, 0.2997799
   14.113,    11.500,     0.000, 0.2998141
   14.113,    11.887,     0.000, 0.2998483
   14.887,    12.113,     0.000, 0.2998643
   14.887,    12.500,     0.000, 0.2998849
   14.887,    12.887,     0.000, 0.2999057
   14.500,    12.113,     0.000, 0.2998643
   14.500,    12.500,     0.000, 0.2998849
   14.500,    12.887,     0.000, 0.2999057
   14.113,    12.113,     0.000, 0.2998643
   14.113,    12.500,     0.000, 0.2998849
   14.113,    12.887,     0.000, 0.2999057
   14.887,    13.113,     0.000, 0.2999153
   14.887,    13.500,     0.000, 0.2999277
   14.887,    13.887,     0.000, 0.2999400
   14.500,    13.113,     0.000, 0.2999153
   14.500,    13.500,     0.000, 0.2999277
   14.500,    13.887,     0.000, 0.2999400
   14.113,    13.113,     0.000, 0.2999153
   14.113,    13.500,     0.000, 0.2999277
   14.113,    13.887,     0.000, 0.2999400
   14.887,    14.113,     0.000, 0.2999457
   14.887,    14.500,     0.000, 0.2999531
   14.887,    14.887,     0.000, 0.2999604
   14.500,    14.113,     0.000, 0.2999457
   14.500,    14.500,     0.000, 0.2999531
   14.500,    14.887,     0.000, 0.2999604
   14.113,    14.113,     0.000, 0.2999457
   14.113,    14.500,     0.000, 0.2999531
   14.113,    14.887,     0.000, 0.2999604
   14.887,    15.113,     0.000, 0.2999638
   14.887,    15.500,     0.000, 0.2999681
   14.887,    15.887,     0.000, 0.2999724
   14.500,    15.113,     0.000, 0.2999638
   14.500,    15.500,     0.000, 0.2999681
   14.500,    15.887,     0.000, 0.2999724
   14.113,    15.113,     0.000, 0.2999638
   14.113,    15.500,     0.000, 0.2999681
   14.113,    15.887,     0.000, 0.2999724
   14.887,    16.113,     0.000, 0.2999744
   14.887,    16.500,     0.000, 0.2999769
   14.887,    16.887,     0.000, 0.2999794
   14.500,    16.113,     0.000, 0.2999744
   14.500,    16.500,     0.000, 0.2999769
   14.500,    16.887,     0.000, 0.2999794
   14.113,    16.113,     0.000, 0.2999744
   14.113,    16.500,     0.000, 0.2999769
   14.113,    16.887,     0.000, 0.2999794
   14.887,    17.113,     0.000, 0.2999806
   14.887,    17.500,     0.000, 0.2999821
   14.887,    17.887,     0.000, 0.2999836
   14.500,    17.113,     0.000, 0.2999806
   14.500,    17.500,     0.000, 0.2999821
   14.500,    17.887,     0.000, 0.2999836
   14.113,    17.113,     0.000, 0.2999806
   14.113,    17.500,     0.000, 0.2999821
   14.113,    17.887,     0.000, 0.2999836
   14.887,    18.113,     0.000, 0.2999843
   14.887,    18.500,     0.000, 0.2999852
   14.887,    18.887,     0.000, 0.2999861
   14.500,    18.113,     0.000, 0.2999843
   14.500,    18.500,     0.000, 0.2999852
   14.500,    18.887,     0.000, 0.2999861
   14.113,    18.113,     0.000, 0.2999843
   14.113,    18.500,     0.000, 0.2999852
   14.113,    18.887,     0.000, 0.2999861
   14.887,    19.113,     0.000, 0.2999865
   14.887,    19.500,     0.000, 0.2999871
   14.887,    19.887,     0.000, 0.2999876
   14.500,    19.113,     0.000, 0.2999865
   14.500,    19.500,     0.000, 0.2999871
   14.500,    19.887,     0.000, 0.2999876
   14.113,    19.113,     0.000, 0.2999865
   14.113,    19.500,     0.000, 0.2999871
   14.113,    19.887,     0.000, 0.2999876
   14.887,    20.113,     0.000, 0.2999879
   14.887,    20.500,     0.000, 0.2999883
   14.887,    20.887,     0.000, 0.2999887
   14.500,    20.113,     0.000, 0.2999879
   14.500,    20.500,     0.000, 0.2999883
   14.500,    20.887,     0.000, 0.2999887
   14.113,    20.113,     0.000, 0.2999879
   14.113,    20.500,     0.000, 0.2999883
   14.113,    20.887,     0.000, 0.2999887
   14.887,    21.113,     0.000, 0.2999888
   14.887,    21.500,     0.000, 0.2999891
   14.887,    21.887,     0.000, 0.2999894
   14.500,    21.113,     0.000, 0.2999888
   14.500,    21.500,     0.000, 0.2999891
   14.500,    21.887,     0.000, 0.2999894
   14.113,    21.113,     0.000, 0.2999888
   14.113,    21.500,     0.000, 0.2999891
   14.113,    21.887,     0.000, 0.2999894
   14.887,    22.113,     0.000, 0.2999895
   14.887,    22.500,     0.000, 0.2999897
   14.887,    22.887,     0.000, 0.2999899
   14.500,    22.113,     0.000, 0.2999895
   14.500,    22.500,     0.000, 0.2999897
   14.500,    22.887,     0.000, 0.2999899
   14.113,    22.113,     0.000, 0.2999895
   14.113,    22.500,     0.000, 0.2999897
   14.113,    22.887,     0.000, 0.2999899
   14.887,    23.113,     0.000, 0.2999901
   14.887,    23.500,     0.000, 0.2999902
   14.887,    23.887,     0.000, 0.2999904
   14.500,    23.113,     0.000, 0.2999901
   14.500,    23.500,     0.000, 0.2999902
   14.500,    23.887,     0.000, 0.2999904
   14.113,    23.113,     0.000, 0.2999901
   14.113,    23.500,     0.000, 0.2999902
   14.113,    23.887,     0.000, 0.2999904
   14.887,    24.113,     0.000, 0.2999905
   14.887,    24.500,     0.000, 0.2999907
   14.887,    24.887,     0.000, 0.2999908
   14.500,    24.113,     0.000, 0.2999905
   14.500,    24.500,     0.000, 0.2999907
   14.500,    24.887,     0.000, 0.2999908
   14.113,    24.113,     0.000, 0.2999905
   14.113,    24.500,     0.000, 0.2999907
   14.113,    24.887,     0.000, 0.2999908
   13.887,     0.113,     0.000, 0.2774691
   13.887,     0.500,     0.000, 0.2799827
   13.887,     0.887,     0.000, 0.2825063
   13.500,     0.113,     0.000, 0.2774691
   13.500,     0.500,     0.000, 0.2799827
   13.500,     0.887,     0.000, 0.2825063
   13.113,     0.113,     0.000, 0.2774691
   13.113,     0.500,     0.000, 0.2799827
   13.113,     0.887,     0.000, 0.2825063
   13.887,     1.113,     0.000, 0.2837975
   13.887,     1.500,     0.000, 0.2857079
   13.887,     1.887,     0.000, 0.2876240
   13.500,     1.113,     0.000, 0.2837975
   13.500,     1.500,     0.000, 0.2857079
   13.500,     1.887,     0.000, 0.2876240
   13.113,     1.113,     0.000, 0.2837975
   13.113,     1.500,     0.000, 0.2857079
   13.113,     1.887,     0.000, 0.2876240
   13.887,     2.113,     0.000, 0.2885937
   13.887,     2.500,     0.000, 0.2900081
   13.887,     2.887,     0.000, 0.2914256
   13.500,     2.113,     0.000, 0.2885937
   13.500,     2.500,     0.000, 0.2900081
   13.500,     2.887,     0.000, 0.2914256
   13.113,     2.113,     0.000, 0.2885937
   13.113,     2.500,     0.000, 0.2900081
   13.113,     2.887,     0.000, 0.2914256
   13.887,     3.113,     0.000, 0.2921353
   13.887,     3.500,     0.000, 0.2931559
   13.887,     3.887,     0.000, 0.2941782
   13.500,     3.113,     0.000, 0.2921353
   13.500,     3.500,     0.000, 0.2931559
   13.500,     3.887,     0.000, 0.2941782
   13.113,     3.113,     0.000, 0.2921353
   13.113,     3.500,     0.000, 0.2931559
   13.113,     3.887,     0.000, 0.2941782
   13.887,     4.113,     0.000, 0.2946849
   13.887,     4.500,     0.000, 0.2954034
   13.887,     4.887,     0.000, 0.2961226
   13.500,     4.113,     0.000, 0.2946849
   13.500,     4.500,     0.000, 0.2954034
   13.500,     4.887,     0.000, 0.2961226
   13.113,     4.113,     0.000, 0.2946849
   13.113,     4.500,     0.000, 0.2954034
   13.113,     4.887,     0.000, 0.2961226
   13.887,     5.113,     0.000, 0.2964758
   13.887,     5.500,     0.000, 0.2969698
   13.887,     5.887,     0.000, 0.2974642
   13.500,     5.113,     0.000, 0.2964758
   13.500,     5.500,     0.000, 0.2969698
   13.500,     5.887,     0.000, 0.2974642
   13.113,     5.113,     0.000, 0.2964758
   13.113,     5.500,     0.000, 0.2969698
   13.113,     5.887,     0.000, 0.2974642
   13.887,     6.113,     0.000, 0.2977047
   13.887,     6.500,     0.000, 0.2980368
   13.887,     6.887,     0.000, 0.2983691
   13.500,     6.113,     0.000, 0.2977047
   13.500,     6.500,     0.000, 0.2980368
   13.500,     6.887,     0.000, 0.2983691
   13.113,     6.113,     0.000, 0.2977047
   13.113,     6.500,     0.000, 0.2980368
   13.113,     6.887,     0.000, 0.2983691
   13.887,     7.113,     0.000, 0.2985295
   13.887,     7.500,     0.000, 0.2987482
   13.887,     7.887,     0.000, 0.2989669
   13.500,     7.113,     0.000, 0.2985295
   13.500,     7.500,     0.000, 0.2987482
   13.500,     7.887,     0.000, 0.2989669
   13.113,     7.113,     0.000, 0.2985295
   13.113,     7.500,     0.000, 0.2987482
   13.113,     7.887,     0.000, 0.2989669
   13.887,     8.113,     0.000, 0.2990716
   13.887,     8.500,     0.000, 0.2992128
   13.887,     8.887,     0.000, 0.2993539
   13.500,     8.113,     0.000, 0.2990716
   13.500,     8.500,     0.000, 0.2992128
   13.500,     8.887,     0.000, 0.2993539
   13.113,     8.113,     0.000, 0.2990716
   13.113,     8.500,     0.000, 0.2992128
   13.113,     8.887,     0.000, 0.2993539
   13.887,     9.113,     0.000, 0.2994210
   13.887,     9.500,     0.000, 0.2995105
   13.887,     9.887,     0.000, 0.2996000
   13.500,     9.113,     0.000, 0.2994210
   13.500,     9.500,     0.000, 0.2995105
   13.500,     9.887,     0.000, 0.2996000
