x, y, z, voidRatio
   49.500,    29.113,     0.000, 0.2999924
   49.887,    29.887,     0.000, 0.2999927
   49.887,    29.500,     0.000, 0.2999926
   49.887,    29.113,     0.000, 0.2999924
   49.113,    28.887,     0.000, 0.2999923
   49.113,    28.500,     0.000, 0.2999922
   49.113,    28.113,     0.000, 0.2999921
   49.500,    28.887,     0.000, 0.2999923
   49.500,    28.500,     0.000, 0.2999922
   49.500,    28.113,     0.000, 0.2999921
   49.887,    28.887,     0.000, 0.2999923
   49.887,    28.500,     0.000, 0.2999922
   49.887,    28.113,     0.000, 0.2999921
   49.113,    27.887,     0.000, 0.2999920
   49.113,    27.500,     0.000, 0.2999918
   49.113,    27.113,     0.000, 0.2999917
   49.500,    27.887,     0.000, 0.2999920
   49.500,    27.500,     0.000, 0.2999918
   49.500,    27.113,     0.000, 0.2999917
   49.887,    27.887,     0.000, 0.2999920
   49.887,    27.500,     0.000, 0.2999918
   49.887,    27.113,     0.000, 0.2999917
   49.113,    26.887,     0.000, 0.2999916
   49.113,    26.500,     0.000, 0.2999915
   49.113,    26.113,     0.000, 0.2999913
   49.500,    26.887,     0.000, 0.2999916
   49.500,    26.500,     0.000, 0.2999915
   49.500,    26.113,     0.000, 0.2999913
   49.887,    26.887,     0.000, 0.2999916
   49.887,    26.500,     0.000, 0.2999915
   49.887,    26.113,     0.000, 0.2999913
   49.113,    25.887,     0.000, 0.2999912
   49.113,    25.500,     0.000, 0.2999911
   49.113,    25.113,     0.000, 0.2999909
   49.500,    25.887,     0.000, 0.2999912
   49.500,    25.500,     0.000, 0.2999911
   49.500,    25.113,     0.000, 0.2999909
   49.887,    25.887,     0.000, 0.2999912
   49.887,    25.500,     0.000, 0.2999911
   49.887,    25.113,     0.000, 0.2999909
   24.887,    25.113,     0.000, 0.2999909
   24.887,    25.500,     0.000, 0.2999911
   24.887,    25.887,     0.000, 0.2999912
   24.500,    25.113,     0.000, 0.2999909
   24.500,    25.500,     0.000, 0.2999911
   24.500,    25.887,     0.000, 0.2999912
   24.113,    25.113,     0.000, 0.2999909
   24.113,    25.500,     0.000, 0.2999911
   24.113,    25.887,     0.000, 0.2999912
   24.887,    26.113,     0.000, 0.2999913
   24.887,    26.500,     0.000, 0.2999915
   24.887,    26.887,     0.000, 0.2999916
   24.500,    26.113,     0.000, 0.2999913
   24.500,    26.500,     0.000, 0.2999915
   24.500,    26.887,     0.000, 0.2999916
   24.113,    26.113,     0.000, 0.2999913
   24.113,    26.500,     0.000, 0.2999915
   24.113,    26.887,     0.000, 0.2999916
   24.887,    27.113,     0.000, 0.2999917
   24.887,    27.500,     0.000, 0.2999918
   24.887,    27.887,     0.000, 0.2999920
   24.500,    27.113,     0.000, 0.2999917
   24.500,    27.500,     0.000, 0.2999918
   24.500,    27.887,     0.000, 0.2999920
   24.113,    27.113,     0.000, 0.2999917
   24.113,    27.500,     0.000, 0.2999918
   24.113,    27.887,     0.000, 0.2999920
   24.887,    28.113,     0.000, 0.2999921
   24.887,    28.500,     0.000, 0.2999922
   24.887,    28.887,     0.000, 0.2999923
   24.500,    28.113,     0.000, 0.2999921
   24.500,    28.500,     0.000, 0.2999922
   24.500,    28.887,     0.000, 0.2999923
   24.113,    28.113,     0.000, 0.2999921
   24.113,    28.500,     0.000, 0.2999922
   24.113,    28.887,     0.000, 0.2999923
   24.887,    29.113,     0.000, 0.2999924
   24.887,    29.500,     0.000, 0.2999926
   24.887,    29.887,     0.000, 0.2999927
   24.500,    29.113,     0.000, 0.2999924
   24.500,    29.500,     0.000, 0.2999926
   24.500,    29.887,     0.000, 0.2999927
   24.113,    29.113,     0.000, 0.2999924
   24.113,    29.500,     0.000, 0.2999926
   24.113,    29.887,     0.000, 0.2999927
   24.887,    30.113,     0.000, 0.2999928
   24.887,    30.500,     0.000, 0.2999929
   24.887,    30.887,     0.000, 0.2999931
   24.500,    30.113,     0.000, 0.2999928
   24.500,    30.500,     0.000, 0.2999929
   24.500,    30.887,     0.000, 0.2999931
   24.113,    30.113,     0.000, 0.2999928
   24.113,    30.500,     0.000, 0.2999929
   24.113,    30.887,     0.000, 0.2999931
   24.887,    31.113,     0.000, 0.2999931
   24.887,    31.500,     0.000, 0.2999933
   24.887,    31.887,     0.000, 0.2999934
   24.500,    31.113,     0.000, 0.2999931
   24.500,    31.500,     0.000, 0.2999933
   24.500,    31.887,     0.000, 0.2999934
   24.113,    31.113,     0.000, 0.2999931
   24.113,    31.500,     0.000, 0.2999933
   24.113,    31.887,     0.000, 0.2999934
   24.887,    32.113,     0.000, 0.2999935
   24.887,    32.500,     0.000, 0.2999936
   24.887,    32.887,     0.000, 0.2999938
   24.500,    32.113,     0.000, 0.2999935
   24.500,    32.500,     0.000, 0.2999936
   24.500,    32.887,     0.000, 0.2999938
   24.113,    32.113,     0.000, 0.2999935
   24.113,    32.500,     0.000, 0.2999936
   24.113,    32.887,     0.000, 0.2999938
   24.887,    33.113,     0.000, 0.2999939
   24.887,    33.500,     0.000, 0.2999940
   24.887,    33.887,     0.000, 0.2999941
   24.500,    33.113,     0.000, 0.2999939
   24.500,    33.500,     0.000, 0.2999940
   24.500,    33.887,     0.000, 0.2999941
   24.113,    33.113,     0.000, 0.2999939
   24.113,    33.500,     0.000, 0.2999940
   24.113,    33.887,     0.000, 0.2999941
   24.887,    34.113,     0.000, 0.2999942
   24.887,    34.500,     0.000, 0.2999944
   24.887,    34.887,     0.000, 0.2999945
   24.500,    34.113,     0.000, 0.2999942
   24.500,    34.500,     0.000, 0.2999944
   24.500,    34.887,     0.000, 0.2999945
   24.113,    34.113,     0.000, 0.2999942
   24.113,    34.500,     0.000, 0.2999944
   24.113,    34.887,     0.000, 0.2999945
   24.887,    35.113,     0.000, 0.2999946
   24.887,    35.500,     0.000, 0.2999947
   24.887,    35.887,     0.000, 0.2999949
   24.500,    35.113,     0.000, 0.2999946
   24.500,    35.500,     0.000, 0.2999947
   24.500,    35.887,     0.000, 0.2999949
   24.113,    35.113,     0.000, 0.2999946
   24.113,    35.500,     0.000, 0.2999947
   24.113,    35.887,     0.000, 0.2999949
   24.887,    36.113,     0.000, 0.2999949
   24.887,    36.500,     0.000, 0.2999951
   24.887,    36.887,     0.000, 0.2999952
   24.500,    36.113,     0.000, 0.2999949
   24.500,    36.500,     0.000, 0.2999951
   24.500,    36.887,     0.000, 0.2999952
   24.113,    36.113,     0.000, 0.2999949
   24.113,    36.500,     0.000, 0.2999951
   24.113,    36.887,     0.000, 0.2999952
   24.887,    37.113,     0.000, 0.2999953
   24.887,    37.500,     0.000, 0.2999955
   24.887,    37.887,     0.000, 0.2999956
   24.500,    37.113,     0.000, 0.2999953
   24.500,    37.500,     0.000, 0.2999955
   24.500,    37.887,     0.000, 0.2999956
   24.113,    37.113,     0.000, 0.2999953
   24.113,    37.500,     0.000, 0.2999955
   24.113,    37.887,     0.000, 0.2999956
   24.887,    38.113,     0.000, 0.2999957
   24.887,    38.500,     0.000, 0.2999958
   24.887,    38.887,     0.000, 0.2999960
   24.500,    38.113,     0.000, 0.2999957
   24.500,    38.500,     0.000, 0.2999958
   24.500,    38.887,     0.000, 0.2999960
   24.113,    38.113,     0.000, 0.2999957
   24.113,    38.500,     0.000, 0.2999958
   24.113,    38.887,     0.000, 0.2999960
   24.887,    39.113,     0.000, 0.2999960
   24.887,    39.500,     0.000, 0.2999962
   24.887,    39.887,     0.000, 0.2999963
   24.500,    39.113,     0.000, 0.2999960
   24.500,    39.500,     0.000, 0.2999962
   24.500,    39.887,     0.000, 0.2999963
   24.113,    39.113,     0.000, 0.2999960
   24.113,    39.500,     0.000, 0.2999962
   24.113,    39.887,     0.000, 0.2999963
   24.887,    40.113,     0.000, 0.2999964
   24.887,    40.500,     0.000, 0.2999966
   24.887,    40.887,     0.000, 0.2999967
   24.500,    40.113,     0.000, 0.2999964
   24.500,    40.500,     0.000, 0.2999966
   24.500,    40.887,     0.000, 0.2999967
   24.113,    40.113,     0.000, 0.2999964
   24.113,    40.500,     0.000, 0.2999966
   24.113,    40.887,     0.000, 0.2999967
   24.887,    41.113,     0.000, 0.2999968
   24.887,    41.500,     0.000, 0.2999969
   24.887,    41.887,     0.000, 0.2999971
   24.500,    41.113,     0.000, 0.2999968
   24.500,    41.500,     0.000, 0.2999969
   24.500,    41.887,     0.000, 0.2999971
   24.113,    41.113,     0.000, 0.2999968
   24.113,    41.500,     0.000, 0.2999969
   24.113,    41.887,     0.000, 0.2999971
   24.887,    42.113,     0.000, 0.2999971
   24.887,    42.500,     0.000, 0.2999973
   24.887,    42.887,     0.000, 0.2999974
   24.500,    42.113,     0.000, 0.2999971
   24.500,    42.500,     0.000, 0.2999973
   24.500,    42.887,     0.000, 0.2999974
   24.113,    42.113,     0.000, 0.2999971
   24.113,    42.500,     0.000, 0.2999973
   24.113,    42.887,     0.000, 0.2999974
   24.887,    43.113,     0.000, 0.2999975
   24.887,    43.500,     0.000, 0.2999976
   24.887,    43.887,     0.000, 0.2999978
   24.500,    43.113,     0.000, 0.2999975
   24.500,    43.500,     0.000, 0.2999976
   24.500,    43.887,     0.000, 0.2999978
   24.113,    43.113,     0.000, 0.2999975
   24.113,    43.500,     0.000, 0.2999976
   24.113,    43.887,     0.000, 0.2999978
   24.887,    44.113,     0.000, 0.2999979
   24.887,    44.500,     0.000, 0.2999980
   24.887,    44.887,     0.000, 0.2999981
   24.500,    44.113,     0.000, 0.2999979
   24.500,    44.500,     0.000, 0.2999980
   24.500,    44.887,     0.000, 0.2999981
   24.113,    44.113,     0.000, 0.2999979
   24.113,    44.500,     0.000, 0.2999980
   24.113,    44.887,     0.000, 0.2999981
   24.887,    45.113,     0.000, 0.2999982
   24.887,    45.500,     0.000, 0.2999984
   24.887,    45.887,     0.000, 0.2999985
   24.500,    45.113,     0.000, 0.2999982
   24.500,    45.500,     0.000, 0.2999984
   24.500,    45.887,     0.000, 0.2999985
   24.113,    45.113,     0.000, 0.2999982
   24.113,    45.500,     0.000, 0.2999984
   24.113,    45.887,     0.000, 0.2999985
   24.887,    46.113,     0.000, 0.2999986
   24.887,    46.500,     0.000, 0.2999987
   24.887,    46.887,     0.000, 0.2999989
   24.500,    46.113,     0.000, 0.2999986
   24.500,    46.500,     0.000, 0.2999987
   24.500,    46.887,     0.000, 0.2999989
   24.113,    46.113,     0.000, 0.2999986
   24.113,    46.500,     0.000, 0.2999987
   24.113,    46.887,     0.000, 0.2999989
   24.887,    47.113,     0.000, 0.2999989
   24.887,    47.500,     0.000, 0.2999991
   24.887,    47.887,     0.000, 0.2999992
   24.500,    47.113,     0.000, 0.2999989
   24.500,    47.500,     0.000, 0.2999991
   24.500,    47.887,     0.000, 0.2999992
   24.113,    47.113,     0.000, 0.2999989
   24.113,    47.500,     0.000, 0.2999991
   24.113,    47.887,     0.000, 0.2999992
   24.887,    48.113,     0.000, 0.2999993
   24.887,    48.500,     0.000, 0.2999994
   24.887,    48.887,     0.000, 0.2999996
   24.500,    48.113,     0.000, 0.2999993
   24.500,    48.500,     0.000, 0.2999994
   24.500,    48.887,     0.000, 0.2999996
   24.113,    48.113,     0.000, 0.2999993
   24.113,    48.500,     0.000, 0.2999994
   24.113,    48.887,     0.000, 0.2999996
   24.887,    49.113,     0.000, 0.2999997
   24.887,    49.500,     0.000, 0.2999998
   24.887,    49.887,     0.000, 0.3000000
   24.500,    49.113,     0.000, 0.2999997
   24.500,    49.500,     0.000, 0.2999998
   24.500,    49.887,     0.000, 0.3000000
   24.113,    49.113,     0.000, 0.2999997
   24.113,    49.500,     0.000, 0.2999998
   24.113,    49.887,     0.000, 0.3000000
   23.887,    25.113,     0.000, 0.2999909
   23.887,    25.500,     0.000, 0.2999911
   23.887,    25.887,     0.000, 0.2999912
   23.500,    25.113,     0.000, 0.2999909
   23.500,    25.500,     0.000, 0.2999911
   23.500,    25.887,     0.000, 0.2999912
   23.113,    25.113,     0.000, 0.2999909
   23.113,    25.500,     0.000, 0.2999911
   23.113,    25.887,     0.000, 0.2999912
   23.887,    26.113,     0.000, 0.2999913
   23.887,    26.500,     0.000, 0.2999915
   23.887,    26.887,     0.000, 0.2999916
   23.500,    26.113,     0.000, 0.2999913
   23.500,    26.500,     0.000, 0.2999915
   23.500,    26.887,     0.000, 0.2999916
   23.113,    26.113,     0.000, 0.2999913
   23.113,    26.500,     0.000, 0.2999915
   23.113,    26.887,     0.000, 0.2999916
   23.887,    27.113,     0.000, 0.2999917
   23.887,    27.500,     0.000, 0.2999918
   23.887,    27.887,     0.000, 0.2999920
   23.500,    27.113,     0.000, 0.2999917
   23.500,    27.500,     0.000, 0.2999918
   23.500,    27.887,     0.000, 0.2999920
   23.113,    27.113,     0.000, 0.2999917
   23.113,    27.500,     0.000, 0.2999918
   23.113,    27.887,     0.000, 0.2999920
   23.887,    28.113,     0.000, 0.2999921
   23.887,    28.500,     0.000, 0.2999922
   23.887,    28.887,     0.000, 0.2999923
   23.500,    28.113,     0.000, 0.2999921
   23.500,    28.500,     0.000, 0.2999922
   23.500,    28.887,     0.000, 0.2999923
   23.113,    28.113,     0.000, 0.2999921
   23.113,    28.500,     0.000, 0.2999922
   23.113,    28.887,     0.000, 0.2999923
   23.887,    29.113,     0.000, 0.2999924
   23.887,    29.500,     0.000, 0.2999926
   23.887,    29.887,     0.000, 0.2999927
   23.500,    29.113,     0.000, 0.2999924
   23.500,    29.500,     0.000, 0.2999926
   23.500,    29.887,     0.000, 0.2999927
   23.113,    29.113,     0.000, 0.2999924
   23.113,    29.500,     0.000, 0.2999926
   23.113,    29.887,     0.000, 0.2999927
   23.887,    30.113,     0.000, 0.2999928
   23.887,    30.500,     0.000, 0.2999929
   23.887,    30.887,     0.000, 0.2999931
   23.500,    30.113,     0.000, 0.2999928
   23.500,    30.500,     0.000, 0.2999929
   23.500,    30.887,     0.000, 0.2999931
   23.113,    30.113,     0.000, 0.2999928
   23.113,    30.500,     0.000, 0.2999929
   23.113,    30.887,     0.000, 0.2999931
   23.887,    31.113,     0.000, 0.2999931
   23.887,    31.500,     0.000, 0.2999933
   23.887,    31.887,     0.000, 0.2999934
   23.500,    31.113,     0.000, 0.2999931
   23.500,    31.500,     0.000, 0.2999933
   23.500,    31.887,     0.000, 0.2999934
   23.113,    31.113,     0.000, 0.2999931
   23.113,    31.500,     0.000, 0.2999933
   23.113,    31.887,     0.000, 0.2999934
   23.887,    32.113,     0.000, 0.2999935
   23.887,    32.500,     0.000, 0.2999936
   23.887,    32.887,     0.000, 0.2999938
   23.500,    32.113,     0.000, 0.2999935
   23.500,    32.500,     0.000, 0.2999936
   23.500,    32.887,     0.000, 0.2999938
   23.113,    32.113,     0.000, 0.2999935
   23.113,    32.500,     0.000, 0.2999936
   23.113,    32.887,     0.000, 0.2999938
   23.887,    33.113,     0.000, 0.2999939
   23.887,    33.500,     0.000, 0.2999940
   23.887,    33.887,     0.000, 0.2999941
   23.500,    33.113,     0.000, 0.2999939
   23.500,    33.500,     0.000, 0.2999940
   23.500,    33.887,     0.000, 0.2999941
   23.113,    33.113,     0.000, 0.2999939
   23.113,    33.500,     0.000, 0.2999940
   23.113,    33.887,     0.000, 0.2999941
   23.887,    34.113,     0.000, 0.2999942
   23.887,    34.500,     0.000, 0.2999944
   23.887,    34.887,     0.000, 0.2999945
   23.500,    34.113,     0.000, 0.2999942
   23.500,    34.500,     0.000, 0.2999944
   23.500,    34.887,     0.000, 0.2999945
   23.113,    34.113,     0.000, 0.2999942
   23.113,    34.500,     0.000, 0.2999944
   23.113,    34.887,     0.000, 0.2999945
   23.887,    35.113,     0.000, 0.2999946
   23.887,    35.500,     0.000, 0.2999947
   23.887,    35.887,     0.000, 0.2999949
   23.500,    35.113,     0.000, 0.2999946
   23.500,    35.500,     0.000, 0.2999947
   23.500,    35.887,     0.000, 0.2999949
   23.113,    35.113,     0.000, 0.2999946
   23.113,    35.500,     0.000, 0.2999947
   23.113,    35.887,     0.000, 0.2999949
   23.887,    36.113,     0.000, 0.2999949
   23.887,    36.500,     0.000, 0.2999951
   23.887,    36.887,     0.000, 0.2999952
   23.500,    36.113,     0.000, 0.2999949
   23.500,    36.500,     0.000, 0.2999951
   23.500,    36.887,     0.000, 0.2999952
   23.113,    36.113,     0.000, 0.2999949
   23.113,    36.500,     0.000, 0.2999951
   23.113,    36.887,     0.000, 0.2999952
   23.887,    37.113,     0.000, 0.2999953
   23.887,    37.500,     0.000, 0.2999955
   23.887,    37.887,     0.000, 0.2999956
   23.500,    37.113,     0.000, 0.2999953
   23.500,    37.500,     0.000, 0.2999955
   23.500,    37.887,     0.000, 0.2999956
   23.113,    37.113,     0.000, 0.2999953
   23.113,    37.500,     0.000, 0.2999955
   23.113,    37.887,     0.000, 0.2999956
   23.887,    38.113,     0.000, 0.2999957
   23.887,    38.500,     0.000, 0.2999958
   23.887,    38.887,     0.000, 0.2999960
   23.500,    38.113,     0.000, 0.2999957
   23.500,    38.500,     0.000, 0.2999958
   23.500,    38.887,     0.000, 0.2999960
   23.113,    38.113,     0.000, 0.2999957
   23.113,    38.500,     0.000, 0.2999958
   23.113,    38.887,     0.000, 0.2999960
   23.887,    39.113,     0.000, 0.2999960
   23.887,    39.500,     0.000, 0.2999962
   23.887,    39.887,     0.000, 0.2999963
   23.500,    39.113,     0.000, 0.2999960
   23.500,    39.500,     0.000, 0.2999962
   23.500,    39.887,     0.000, 0.2999963
   23.113,    39.113,     0.000, 0.2999960
   23.113,    39.500,     0.000, 0.2999962
   23.113,    39.887,     0.000, 0.2999963
   23.887,    40.113,     0.000, 0.2999964
   23.887,    40.500,     0.000, 0.2999966
   23.887,    40.887,     0.000, 0.2999967
   23.500,    40.113,     0.000, 0.2999964
   23.500,    40.500,     0.000, 0.2999966
   23.500,    40.887,     0.000, 0.2999967
   23.113,    40.113,     0.000, 0.2999964
   23.113,    40.500,     0.000, 0.2999966
   23.113,    40.887,     0.000, 0.2999967
   23.887,    41.113,     0.000, 0.2999968
   23.887,    41.500,     0.000, 0.2999969
   23.887,    41.887,     0.000, 0.2999971
   23.500,    41.113,     0.000, 0.2999968
   23.500,    41.500,     0.000, 0.2999969
   23.500,    41.887,     0.000, 0.2999971
   23.113,    41.113,     0.000, 0.2999968
   23.113,    41.500,     0.000, 0.2999969
   23.113,    41.887,     0.000, 0.2999971
   23.887,    42.113,     0.000, 0.2999971
   23.887,    42.500,     0.000, 0.2999973
   23.887,    42.887,     0.000, 0.2999974
   23.500,    42.113,     0.000, 0.2999971
   23.500,    42.500,     0.000, 0.2999973
   23.500,    42.887,     0.000, 0.2999974
   23.113,    42.113,     0.000, 0.2999971
   23.113,    42.500,     0.000, 0.2999973
   23.113,    42.887,     0.000, 0.2999974
   23.887,    43.113,     0.000, 0.2999975
   23.887,    43.500,     0.000, 0.2999976
   23.887,    43.887,     0.000, 0.2999978
   23.500,    43.113,     0.000, 0.2999975
   23.500,    43.500,     0.000, 0.2999976
   23.500,    43.887,     0.000, 0.2999978
   23.113,    43.113,     0.000, 0.2999975
   23.113,    43.500,     0.000, 0.2999976
   23.113,    43.887,     0.000, 0.2999978
   23.887,    44.113,     0.000, 0.2999979
   23.887,    44.500,     0.000, 0.2999980
   23.887,    44.887,     0.000, 0.2999981
   23.500,    44.113,     0.000, 0.2999979
   23.500,    44.500,     0.000, 0.2999980
   23.500,    44.887,     0.000, 0.2999981
   23.113,    44.113,     0.000, 0.2999979
   23.113,    44.500,     0.000, 0.2999980
   23.113,    44.887,     0.000, 0.2999981
   23.887,    45.113,     0.000, 0.2999982
   23.887,    45.500,     0.000, 0.2999984
   23.887,    45.887,     0.000, 0.2999985
   23.500,    45.113,     0.000, 0.2999982
   23.500,    45.500,     0.000, 0.2999984
   23.500,    45.887,     0.000, 0.2999985
   23.113,    45.113,     0.000, 0.2999982
   23.113,    45.500,     0.000, 0.2999984
   23.113,    45.887,     0.000, 0.2999985
   23.887,    46.113,     0.000, 0.2999986
   23.887,    46.500,     0.000, 0.2999987
   23.887,    46.887,     0.000, 0.2999989
   23.500,    46.113,     0.000, 0.2999986
   23.500,    46.500,     0.000, 0.2999987
   23.500,    46.887,     0.000, 0.2999989
   23.113,    46.113,     0.000, 0.2999986
   23.113,    46.500,     0.000, 0.2999987
   23.113,    46.887,     0.000, 0.2999989
   23.887,    47.113,     0.000, 0.2999989
   23.887,    47.500,     0.000, 0.2999991
   23.887,    47.887,     0.000, 0.2999992
   23.500,    47.113,     0.000, 0.2999989
   23.500,    47.500,     0.000, 0.2999991
   23.500,    47.887,     0.000, 0.2999992
   23.113,    47.113,     0.000, 0.2999989
   23.113,    47.500,     0.000, 0.2999991
   23.113,    47.887,     0.000, 0.2999992
   23.887,    48.113,     0.000, 0.2999993
   23.887,    48.500,     0.000, 0.2999994
   23.887,    48.887,     0.000, 0.2999996
   23.500,    48.113,     0.000, 0.2999993
   23.500,    48.500,     0.000, 0.2999994
   23.500,    48.887,     0.000, 0.2999996
   23.113,    48.113,     0.000, 0.2999993
   23.113,    48.500,     0.000, 0.2999994
   23.113,    48.887,     0.000, 0.2999996
   23.887,    49.113,     0.000, 0.2999997
   23.887,    49.500,     0.000, 0.2999998
   23.887,    49.887,     0.000, 0.3000000
   23.500,    49.113,     0.000, 0.2999997
   23.500,    49.500,     0.000, 0.2999998
   23.500,    49.887,     0.000, 0.3000000
   23.113,    49.113,     0.000, 0.2999997
   23.113,    49.500,     0.000, 0.2999998
   23.113,    49.887,     0.000, 0.3000000
   22.887,    25.113,     0.000, 0.2999909
   22.887,    25.500,     0.000, 0.2999911
   22.887,    25.887,     0.000, 0.2999912
   22.500,    25.113,     0.000, 0.2999909
   22.500,    25.500,     0.000, 0.2999911
   22.500,    25.887,     0.000, 0.2999912
   22.113,    25.113,     0.000, 0.2999909
   22.113,    25.500,     0.000, 0.2999911
   22.113,    25.887,     0.000, 0.2999912
   22.887,    26.113,     0.000, 0.2999913
   22.887,    26.500,     0.000, 0.2999915
   22.887,    26.887,     0.000, 0.2999916
   22.500,    26.113,     0.000, 0.2999913
   22.500,    26.500,     0.000, 0.2999915
   22.500,    26.887,     0.000, 0.2999916
   22.113,    26.113,     0.000, 0.2999913
   22.113,    26.500,     0.000, 0.2999915
   22.113,    26.887,     0.000, 0.2999916
   22.887,    27.113,     0.000, 0.2999917
   22.887,    27.500,     0.000, 0.2999918
   22.887,    27.887,     0.000, 0.2999920
   22.500,    27.113,     0.000, 0.2999917
   22.500,    27.500,     0.000, 0.2999918
   22.500,    27.887,     0.000, 0.2999920
   22.113,    27.113,     0.000, 0.2999917
   22.113,    27.500,     0.000, 0.2999918
   22.113,    27.887,     0.000, 0.2999920
   22.887,    28.113,     0.000, 0.2999921
   22.887,    28.500,     0.000, 0.2999922
   22.887,    28.887,     0.000, 0.2999923
   22.500,    28.113,     0.000, 0.2999921
   22.500,    28.500,     0.000, 0.2999922
   22.500,    28.887,     0.000, 0.2999923
   22.113,    28.113,     0.000, 0.2999921
   22.113,    28.500,     0.000, 0.2999922
   22.113,    28.887,     0.000, 0.2999923
   22.887,    29.113,     0.000, 0.2999924
   22.887,    29.500,     0.000, 0.2999926
   22.887,    29.887,     0.000, 0.2999927
   22.500,    29.113,     0.000, 0.2999924
   22.500,    29.500,     0.000, 0.2999926
   22.500,    29.887,     0.000, 0.2999927
   22.113,    29.113,     0.000, 0.2999924
   22.113,    29.500,     0.000, 0.2999926
   22.113,    29.887,     0.000, 0.2999927
   22.887,    30.113,     0.000, 0.2999928
   22.887,    30.500,     0.000, 0.2999929
   22.887,    30.887,     0.000, 0.2999931
   22.500,    30.113,     0.000, 0.2999928
   22.500,    30.500,     0.000, 0.2999929
   22.500,    30.887,     0.000, 0.2999931
   22.113,    30.113,     0.000, 0.2999928
   22.113,    30.500,     0.000, 0.2999929
   22.113,    30.887,     0.000, 0.2999931
   22.887,    31.113,     0.000, 0.2999931
   22.887,    31.500,     0.000, 0.2999933
   22.887,    31.887,     0.000, 0.2999934
   22.500,    31.113,     0.000, 0.2999931
   22.500,    31.500,     0.000, 0.2999933
   22.500,    31.887,     0.000, 0.2999934
   22.113,    31.113,     0.000, 0.2999931
   22.113,    31.500,     0.000, 0.2999933
   22.113,    31.887,     0.000, 0.2999934
   22.887,    32.113,     0.000, 0.2999935
   22.887,    32.500,     0.000, 0.2999936
   22.887,    32.887,     0.000, 0.2999938
   22.500,    32.113,     0.000, 0.2999935
   22.500,    32.500,     0.000, 0.2999936
   22.500,    32.887,     0.000, 0.2999938
   22.113,    32.113,     0.000, 0.2999935
   22.113,    32.500,     0.000, 0.2999936
   22.113,    32.887,     0.000, 0.2999938
   22.887,    33.113,     0.000, 0.2999939
   22.887,    33.500,     0.000, 0.2999940
   22.887,    33.887,     0.000, 0.2999941
   22.500,    33.113,     0.000, 0.2999939
   22.500,    33.500,     0.000, 0.2999940
   22.500,    33.887,     0.000, 0.2999941
   22.113,    33.113,     0.000, 0.2999939
   22.113,    33.500,     0.000, 0.2999940
   22.113,    33.887,     0.000, 0.2999941
   22.887,    34.113,     0.000, 0.2999942
   22.887,    34.500,     0.000, 0.2999944
   22.887,    34.887,     0.000, 0.2999945
   22.500,    34.113,     0.000, 0.2999942
   22.500,    34.500,     0.000, 0.2999944
   22.500,    34.887,     0.000, 0.2999945
   22.113,    34.113,     0.000, 0.2999942
   22.113,    34.500,     0.000, 0.2999944
   22.113,    34.887,     0.000, 0.2999945
   22.887,    35.113,     0.000, 0.2999946
   22.887,    35.500,     0.000, 0.2999947
   22.887,    35.887,     0.000, 0.2999949
   22.500,    35.113,     0.000, 0.2999946
   22.500,    35.500,     0.000, 0.2999947
   22.500,    35.887,     0.000, 0.2999949
   22.113,    35.113,     0.000, 0.2999946
   22.113,    35.500,     0.000, 0.2999947
   22.113,    35.887,     0.000, 0.2999949
   22.887,    36.113,     0.000, 0.2999949
   22.887,    36.500,     0.000, 0.2999951
   22.887,    36.887,     0.000, 0.2999952
   22.500,    36.113,     0.000, 0.2999949
   22.500,    36.500,     0.000, 0.2999951
   22.500,    36.887,     0.000, 0.2999952
   22.113,    36.113,     0.000, 0.2999949
   22.113,    36.500,     0.000, 0.2999951
   22.113,    36.887,     0.000, 0.2999952
   22.887,    37.113,     0.000, 0.2999953
   22.887,    37.500,     0.000, 0.2999955
   22.887,    37.887,     0.000, 0.2999956
   22.500,    37.113,     0.000, 0.2999953
   22.500,    37.500,     0.000, 0.2999955
   22.500,    37.887,     0.000, 0.2999956
   22.113,    37.113,     0.000, 0.2999953
   22.113,    37.500,     0.000, 0.2999955
   22.113,    37.887,     0.000, 0.2999956
   22.887,    38.113,     0.000, 0.2999957
   22.887,    38.500,     0.000, 0.2999958
   22.887,    38.887,     0.000, 0.2999960
   22.500,    38.113,     0.000, 0.2999957
   22.500,    38.500,     0.000, 0.2999958
   22.500,    38.887,     0.000, 0.2999960
   22.113,    38.113,     0.000, 0.2999957
   22.113,    38.500,     0.000, 0.2999958
   22.113,    38.887,     0.000, 0.2999960
   22.887,    39.113,     0.000, 0.2999960
   22.887,    39.500,     0.000, 0.2999962
   22.887,    39.887,     0.000, 0.2999963
   22.500,    39.113,     0.000, 0.2999960
   22.500,    39.500,     0.000, 0.2999962
   22.500,    39.887,     0.000, 0.2999963
   22.113,    39.113,     0.000, 0.2999960
   22.113,    39.500,     0.000, 0.2999962
   22.113,    39.887,     0.000, 0.2999963
   22.887,    40.113,     0.000, 0.2999964
   22.887,    40.500,     0.000, 0.2999966
   22.887,    40.887,     0.000, 0.2999967
   22.500,    40.113,     0.000, 0.2999964
   22.500,    40.500,     0.000, 0.2999966
   22.500,    40.887,     0.000, 0.2999967
   22.113,    40.113,     0.000, 0.2999964
   22.113,    40.500,     0.000, 0.2999966
   22.113,    40.887,     0.000, 0.2999967
   22.887,    41.113,     0.000, 0.2999968
