        1.0,   195757.7
        2.0,   171343.4
        3.0,   246355.8
        4.0,   489394.4
        5.0,   876.8421
        6.0,   222776.7
        7.0,     1105.6
        8.0,   475.5213
        9.0,   240136.4
       10.0,   421277.7
       11.0,   265711.4
       12.0,   342523.7
       13.0,   299129.6
       14.0,   401701.3
       15.0,   172656.1
       16.0,   327877.4
       17.0,   286885.3
       18.0,   216298.6
       19.0,   327537.6
       20.0,   353154.6
       21.0,   372780.4
       22.0,   157275.5
       23.0,   192888.5
       24.0,   142666.4
       25.0,   233146.5
       26.0,   129492.1
       27.0,   242935.5
       28.0,   201224.5
       29.0,   205678.5
       30.0,   251686.7
       31.0,   178179.7
       32.0,   165663.0
       33.0,   255060.2
       34.0,   161198.7
       35.0,   229611.5
       36.0,   152419.4
       37.0,   198931.7
       38.0,   180720.3
       39.0,   245121.5
       40.0,   192591.4
       41.0,   126447.4
       42.0,   153008.3
       43.0,   140481.1
       44.0,   98100.08
       45.0,   145173.3
       46.0,   142596.3
       47.0,   200026.1
       48.0,   100628.8
       49.0,   211727.8
       50.0,   210601.4
       51.0,   162114.4
       52.0,   207598.9
       53.0,   98100.08
       54.0,   151696.5
       55.0,   171343.4
       56.0,   100389.9
       57.0,   201487.4
       58.0,   151499.3
       59.0,   265975.8
       60.0,   151398.1
       61.0,   285595.8
       62.0,   295405.9
       63.0,   192091.1
       64.0,   126010.3
       65.0,   259426.6
       66.0,   324745.6
       67.0,   137782.4
       68.0,   141706.4
       69.0,   198614.8
       70.0,   320205.5
       71.0,   383696.0
       72.0,   307181.6
       73.0,   403316.0
       74.0,   311175.8
       75.0,   422936.0
       76.0,   173098.4
       77.0,   442556.0
       78.0,   333932.8
       79.0,   291090.8
       80.0,   188794.3
       81.0,   479205.9
       82.0,   343268.7
       83.0,   473406.1
       84.0,   373514.3
       85.0,   271995.6
       86.0,   489394.4
       87.0,   286124.2
       88.0,   239807.6
       89.0,   344230.0
       90.0,   195757.7
       91.0,   195757.7
       92.0,   378554.4
       93.0,   314913.5
       94.0,   489394.4
       95.0,   489394.4
       96.0,   437549.7
       97.0,   352584.4
       98.0,   310185.7
       99.0,   368236.6
      100.0,   489394.4
      101.0,   457184.4
      102.0,   489394.4
      103.0,   195757.7
      104.0,   306425.6
      105.0,   329758.5
      106.0,   3924.002
      107.0,   9140.461
      108.0,   24305.09
      109.0,   22926.95
      110.0,   25844.91
      111.0,   58860.01
      112.0,   44781.25
      113.0,   47198.74
      114.0,   53518.29
      115.0,   73048.38
      116.0,   89356.05
      117.0,   47088.02
      118.0,   51012.02
      119.0,   129653.2
      120.0,   135089.9
      121.0,   119337.3
      122.0,   85471.77
      123.0,   123937.7
      124.0,   74556.04
      125.0,   118019.4
      126.0,   182479.0
      127.0,   138148.9
      128.0,   154955.3
      129.0,   139232.0
      130.0,   156926.1
      131.0,   126910.7
      132.0,   167034.9
      133.0,   174700.2
      134.0,   217651.6
      135.0,   196843.8
      136.0,   98100.08
      137.0,   98100.08
      138.0,   213226.6
      139.0,   150638.9
      140.0,   139547.8
      141.0,   113881.8
      142.0,   200266.8
      143.0,   137287.0
      144.0,   245250.1
      145.0,   185130.8
      146.0,   196365.4
      147.0,   98100.08
      148.0,   131877.6
      149.0,   98100.08
      150.0,   153130.5
      151.0,   138485.9
      152.0,   194289.3
      153.0,   188586.6
      154.0,   93733.83
      155.0,   212056.1
      156.0,   197196.4
      157.0,   107501.3
      158.0,   139304.9
      159.0,   146103.6
      160.0,   154694.8
      161.0,   67150.28
      162.0,   112125.5
      163.0,   106724.1
      164.0,   108897.4
      165.0,   82697.54
      166.0,   47530.26
      167.0,   43606.26
      168.0,   96994.44
      169.0,   72724.21
      170.0,   37106.78
      171.0,   44643.02
      172.0,   52652.86
      173.0,   45349.22
      174.0,   24395.08
      175.0,   25596.62
      176.0,   13424.40
      177.0,   4533.968
      178.0,   694.4655
      179.0,   641.4587
      180.0,   867.1989
      181.0,   471.9104
      182.0,   800.5955
      183.0,     1105.6
      184.0,     1105.6
      185.0,     442.24
      186.0,     442.24
      187.0,     442.24
      188.0,   819.9554
      189.0,   866.4364
      190.0,     442.24
      191.0,     1105.6
      192.0,     1105.6
      193.0,     1105.6
      194.0,   648.1362
      195.0,     442.24
      196.0,   1047.733
      197.0,   906.1544
      198.0,     1105.6
      199.0,   444.2720
      200.0,     1105.6
      201.0,   821.0275
      202.0,   791.1248
      203.0,     1105.6
      204.0,   661.0584
      205.0,     1105.6
      206.0,   774.5022
      207.0,     1105.6
      208.0,     1105.6
      209.0,   639.9068
      210.0,   579.5403
      211.0,   813.7170
      212.0,   1037.218
      213.0,   737.2869
      214.0,   1010.040
      215.0,   944.9158
      216.0,     442.24
      217.0,   1051.755
      218.0,     442.24
      219.0,   682.2380
      220.0,   603.2088
      221.0,     442.24
      222.0,   915.3712
      223.0,   1016.894
      224.0,     442.24
      225.0,   1097.519
      226.0,   8815.583
      227.0,   13895.61
      228.0,   19258.39
      229.0,   40345.61
      230.0,   35242.74
      231.0,   23101.76
      232.0,   43975.63
      233.0,   79585.63
      234.0,   52857.71
      235.0,   39682.25
      236.0,   43606.26
      237.0,   118825.6
      238.0,   121486.8
      239.0,   55378.26
      240.0,   59302.27
      241.0,   63226.27
      242.0,   101440.8
      243.0,   153946.0
      244.0,   187495.7
      245.0,   118447.6
      246.0,   120922.3
      247.0,   216925.7
      248.0,   207883.4
      249.0,   194144.3
      250.0,   370353.6
      251.0,   489394.4
      252.0,   221212.2
      253.0,   372665.7
      254.0,   207495.2
      255.0,   287355.2
      256.0,   399924.1
      257.0,   301075.6
      258.0,   305822.7
      259.0,   271005.9
      260.0,   445891.3
      261.0,   195757.7
      262.0,   448375.2
      263.0,   195757.7
      264.0,   384663.1
      265.0,   378791.0
      266.0,   195757.7
      267.0,   324981.0
      268.0,   259475.0
      269.0,   436228.2
      270.0,   465640.4
      271.0,   489394.4
      272.0,   195757.7
      273.0,   235711.8
      274.0,   479584.5
      275.0,   188794.3
      276.0,   351659.8
      277.0,   188637.8
      278.0,   352352.1
      279.0,   432746.0
      280.0,   422936.0
      281.0,   260044.8
      282.0,   312029.6
      283.0,   391294.8
      284.0,   383696.0
      285.0,   373886.0
      286.0,   245016.7
      287.0,   200060.7
      288.0,   268271.8
      289.0,   332434.7
      290.0,   308398.2
      291.0,   312814.7
      292.0,   126605.7
      293.0,   243748.9
      294.0,   165059.6
      295.0,   252406.6
      296.0,   259082.3
      297.0,   159691.8
      298.0,   415150.8
      299.0,   462159.6
      300.0,   260454.8
      301.0,   451260.3
      302.0,   441450.4
      303.0,   172656.1
      304.0,   361641.3
      305.0,   288082.6
      306.0,   281879.0
      307.0,   372366.7
      308.0,   259267.9
      309.0,   277694.5
      310.0,   187251.0
      311.0,   224496.2
      312.0,   240676.9
      313.0,   250586.4
      314.0,   143896.0
      315.0,   134352.2
      316.0,   121644.1
      317.0,   172179.8
      318.0,   153046.6
      319.0,   242013.9
      320.0,   161759.4
      321.0,   220143.2
      322.0,   416073.5
      323.0,   282741.2
      324.0,   346775.7
      325.0,   347048.4
      326.0,   311250.9
      327.0,   344919.4
      328.0,   198374.7
      329.0,   364325.6
      330.0,   229060.9
      331.0,   156960.1
      332.0,   158578.7
      333.0,   280532.8
      334.0,   253747.6
      335.0,   308960.1
      336.0,   183213.9
      337.0,   180335.5
      338.0,   214595.3
      339.0,   192662.2
      340.0,   285962.0
      341.0,   293444.4
      342.0,   242092.0
      343.0,   208645.8
      344.0,   185077.4
      345.0,   148637.4
      346.0,   369407.6
      347.0,   348986.8
      348.0,   184428.1
      349.0,   316213.9
      350.0,   198367.9
      351.0,   242545.2
      352.0,   328068.2
      353.0,   191424.1
      354.0,   281215.6
      355.0,   201733.2
      356.0,   239031.2
      357.0,   347431.7
      358.0,   202911.8
      359.0,   223690.8
      360.0,   286161.1
      361.0,   299276.6
      362.0,   300568.4
      363.0,   281208.7
      364.0,   296693.4
      365.0,   183941.6
      366.0,   225515.7
      367.0,   191944.5
      368.0,   206546.6
      369.0,   221536.5
      370.0,   192276.0
      371.0,   408164.0
      372.0,   210497.3
      373.0,   327761.8
      374.0,   300419.5
      375.0,   345801.8
      376.0,   233671.2
      377.0,   279953.6
      378.0,   402210.4
      379.0,   250344.4
      380.0,   382590.4
      381.0,   179784.2
      382.0,   145188.1
      383.0,   174178.3
      384.0,   263980.5
      385.0,   269805.2
      386.0,   160683.6
      387.0,   180800.3
      388.0,   122697.0
      389.0,   157214.4
      390.0,   284490.2
      391.0,   189528.1
      392.0,   145357.1
      393.0,   140703.8
      394.0,   335617.3
      395.0,   351970.9
      396.0,   270052.5
      397.0,   363668.3
      398.0,   357758.5
      399.0,   252623.2
      400.0,   356399.7
      401.0,   352430.1
      402.0,   205090.5
      403.0,   214047.4
