x, y, z, porePressure
    5.887,    17.887,     0.000,    315025.94
    5.500,    17.113,     0.000,    322624.75
    5.500,    17.500,     0.000,    318825.34
    5.500,    17.887,     0.000,    315025.94
    5.113,    17.113,     0.000,    322624.75
    5.113,    17.500,     0.000,    318825.34
    5.113,    17.887,     0.000,    315025.94
    5.887,    18.113,     0.000,    312814.72
    5.887,    18.500,     0.000,    309015.31
    5.887,    18.887,     0.000,    305215.91
    5.500,    18.113,     0.000,    312814.72
    5.500,    18.500,     0.000,    309015.31
    5.500,    18.887,     0.000,    305215.91
    5.113,    18.113,     0.000,    312814.72
    5.113,    18.500,     0.000,    309015.31
    5.113,    18.887,     0.000,    305215.91
    5.887,    19.113,     0.000,    303004.72
    5.887,    19.500,     0.000,    299205.31
    5.887,    19.887,     0.000,    295405.91
    5.500,    19.113,     0.000,    303004.72
    5.500,    19.500,     0.000,    299205.31
    5.500,    19.887,     0.000,    295405.91
    5.113,    19.113,     0.000,    303004.72
    5.113,    19.500,     0.000,    299205.31
    5.113,    19.887,     0.000,    295405.91
    5.887,    20.113,     0.000,    293194.69
    5.887,    20.500,     0.000,    289395.28
    5.887,    20.887,     0.000,    285595.88
    5.500,    20.113,     0.000,    293194.69
    5.500,    20.500,     0.000,    289395.28
    5.500,    20.887,     0.000,    285595.88
    5.113,    20.113,     0.000,    293194.69
    5.113,    20.500,     0.000,    289395.28
    5.113,    20.887,     0.000,    285595.88
    5.887,    21.113,     0.000,    283384.66
    5.887,    21.500,     0.000,    279585.25
    5.887,    21.887,     0.000,    275785.88
    5.500,    21.113,     0.000,    283384.66
    5.500,    21.500,     0.000,    279585.25
    5.500,    21.887,     0.000,    275785.88
    5.113,    21.113,     0.000,    283384.66
    5.113,    21.500,     0.000,    279585.25
    5.113,    21.887,     0.000,    275785.88
    5.887,    22.113,     0.000,    273574.66
    5.887,    22.500,     0.000,    269775.25
    5.887,    22.887,     0.000,    265975.84
    5.500,    22.113,     0.000,    273574.66
    5.500,    22.500,     0.000,    269775.25
    5.500,    22.887,     0.000,    265975.84
    5.113,    22.113,     0.000,    273574.66
    5.113,    22.500,     0.000,    269775.25
    5.113,    22.887,     0.000,    265975.84
    5.887,    23.113,     0.000,    263764.62
    5.887,    23.500,     0.000,    259965.23
    5.887,    23.887,     0.000,    256165.83
    5.500,    23.113,     0.000,    263764.62
    5.500,    23.500,     0.000,    259965.23
    5.500,    23.887,     0.000,    256165.83
    5.113,    23.113,     0.000,    263764.62
    5.113,    23.500,     0.000,    259965.23
    5.113,    23.887,     0.000,    256165.83
    5.887,    24.113,     0.000,    253954.61
    5.887,    24.500,     0.000,    250155.22
    5.887,    24.887,     0.000,    246355.81
    5.500,    24.113,     0.000,    253954.61
    5.500,    24.500,     0.000,    250155.22
    5.500,    24.887,     0.000,    246355.81
    5.113,    24.113,     0.000,    253954.61
    5.113,    24.500,     0.000,    250155.22
    5.113,    24.887,     0.000,    246355.81
    4.887,     0.113,     0.000,    489394.41
    4.887,     0.500,     0.000,    485595.06
    4.887,     0.887,     0.000,    481795.69
    4.500,     0.113,     0.000,    489394.41
    4.500,     0.500,     0.000,    485595.06
    4.500,     0.887,     0.000,    481795.69
    4.113,     0.113,     0.000,    489394.41
    4.113,     0.500,     0.000,    485595.06
    4.113,     0.887,     0.000,    481795.69
    4.887,     1.113,     0.000,    479584.50
    4.887,     1.500,     0.000,    475785.16
    4.887,     1.887,     0.000,    471985.81
    4.500,     1.113,     0.000,    479584.50
    4.500,     1.500,     0.000,    475785.16
    4.500,     1.887,     0.000,    471985.81
    4.113,     1.113,     0.000,    479584.50
    4.113,     1.500,     0.000,    475785.16
    4.113,     1.887,     0.000,    471985.81
    4.887,     2.113,     0.000,    469774.62
    4.887,     2.500,     0.000,    465975.25
    4.887,     2.887,     0.000,    462175.88
    4.500,     2.113,     0.000,    469774.62
    4.500,     2.500,     0.000,    465975.25
    4.500,     2.887,     0.000,    462175.88
    4.113,     2.113,     0.000,    469774.62
    4.113,     2.500,     0.000,    465975.25
    4.113,     2.887,     0.000,    462175.88
    4.887,     3.113,     0.000,    459964.69
    4.887,     3.500,     0.000,    456165.31
    4.887,     3.887,     0.000,    452365.97
    4.500,     3.113,     0.000,    459964.69
    4.500,     3.500,     0.000,    456165.31
    4.500,     3.887,     0.000,    452365.97
    4.113,     3.113,     0.000,    459964.69
    4.113,     3.500,     0.000,    456165.31
    4.113,     3.887,     0.000,    452365.97
    4.887,     4.113,     0.000,    450154.78
    4.887,     4.500,     0.000,    446355.38
    4.887,     4.887,     0.000,    442556.00
    4.500,     4.113,     0.000,    450154.78
    4.500,     4.500,     0.000,    446355.38
    4.500,     4.887,     0.000,    442556.00
    4.113,     4.113,     0.000,    450154.78
    4.113,     4.500,     0.000,    446355.38
    4.113,     4.887,     0.000,    442556.00
    4.887,     5.113,     0.000,    440344.81
    4.887,     5.500,     0.000,    436545.44
    4.887,     5.887,     0.000,    432746.06
    4.500,     5.113,     0.000,    440344.81
    4.500,     5.500,     0.000,    436545.44
    4.500,     5.887,     0.000,    432746.06
    4.113,     5.113,     0.000,    440344.81
    4.113,     5.500,     0.000,    436545.44
    4.113,     5.887,     0.000,    432746.06
    4.887,     6.113,     0.000,    430534.84
    4.887,     6.500,     0.000,    426735.47
    4.887,     6.887,     0.000,    422936.06
    4.500,     6.113,     0.000,    430534.84
    4.500,     6.500,     0.000,    426735.47
    4.500,     6.887,     0.000,    422936.06
    4.113,     6.113,     0.000,    430534.84
    4.113,     6.500,     0.000,    426735.47
    4.113,     6.887,     0.000,    422936.06
    4.887,     7.113,     0.000,    420724.88
    4.887,     7.500,     0.000,    416925.47
    4.887,     7.887,     0.000,    413126.09
    4.500,     7.113,     0.000,    420724.88
    4.500,     7.500,     0.000,    416925.47
    4.500,     7.887,     0.000,    413126.09
    4.113,     7.113,     0.000,    420724.88
    4.113,     7.500,     0.000,    416925.47
    4.113,     7.887,     0.000,    413126.09
    4.887,     8.113,     0.000,    410914.88
    4.887,     8.500,     0.000,    407115.50
    4.887,     8.887,     0.000,    403316.09
    4.500,     8.113,     0.000,    410914.88
    4.500,     8.500,     0.000,    407115.50
    4.500,     8.887,     0.000,    403316.09
    4.113,     8.113,     0.000,    410914.88
    4.113,     8.500,     0.000,    407115.50
    4.113,     8.887,     0.000,    403316.09
    4.887,     9.113,     0.000,    401104.88
    4.887,     9.500,     0.000,    397305.47
    4.887,     9.887,     0.000,    393506.09
    4.500,     9.113,     0.000,    401104.88
    4.500,     9.500,     0.000,    397305.47
    4.500,     9.887,     0.000,    393506.09
    4.113,     9.113,     0.000,    401104.88
    4.113,     9.500,     0.000,    397305.47
    4.113,     9.887,     0.000,    393506.09
    4.887,    10.113,     0.000,    391294.88
    4.887,    10.500,     0.000,    387495.47
    4.887,    10.887,     0.000,    383696.06
    4.500,    10.113,     0.000,    391294.88
    4.500,    10.500,     0.000,    387495.47
    4.500,    10.887,     0.000,    383696.06
    4.113,    10.113,     0.000,    391294.88
    4.113,    10.500,     0.000,    387495.47
    4.113,    10.887,     0.000,    383696.06
    4.887,    11.113,     0.000,    381484.88
    4.887,    11.500,     0.000,    377685.47
    4.887,    11.887,     0.000,    373886.06
    4.500,    11.113,     0.000,    381484.88
    4.500,    11.500,     0.000,    377685.47
    4.500,    11.887,     0.000,    373886.06
    4.113,    11.113,     0.000,    381484.88
    4.113,    11.500,     0.000,    377685.47
    4.113,    11.887,     0.000,    373886.06
    4.887,    12.113,     0.000,    371674.84
    4.887,    12.500,     0.000,    367875.44
    4.887,    12.887,     0.000,    364076.03
    4.500,    12.113,     0.000,    371674.84
    4.500,    12.500,     0.000,    367875.44
    4.500,    12.887,     0.000,    364076.03
    4.113,    12.113,     0.000,    371674.84
    4.113,    12.500,     0.000,    367875.44
    4.113,    12.887,     0.000,    364076.03
    4.887,    13.113,     0.000,    361864.81
    4.887,    13.500,     0.000,    358065.41
    4.887,    13.887,     0.000,    354266.03
    4.500,    13.113,     0.000,    361864.81
    4.500,    13.500,     0.000,    358065.41
    4.500,    13.887,     0.000,    354266.03
    4.113,    13.113,     0.000,    361864.81
    4.113,    13.500,     0.000,    358065.41
    4.113,    13.887,     0.000,    354266.03
    4.887,    14.113,     0.000,    352054.81
    4.887,    14.500,     0.000,    348255.41
    4.887,    14.887,     0.000,    344456.00
    4.500,    14.113,     0.000,    352054.81
    4.500,    14.500,     0.000,    348255.41
    4.500,    14.887,     0.000,    344456.00
    4.113,    14.113,     0.000,    352054.81
    4.113,    14.500,     0.000,    348255.41
    4.113,    14.887,     0.000,    344456.00
    4.887,    15.113,     0.000,    342244.78
    4.887,    15.500,     0.000,    338445.38
    4.887,    15.887,     0.000,    334645.97
    4.500,    15.113,     0.000,    342244.78
    4.500,    15.500,     0.000,    338445.38
    4.500,    15.887,     0.000,    334645.97
    4.113,    15.113,     0.000,    342244.78
    4.113,    15.500,     0.000,    338445.38
    4.113,    15.887,     0.000,    334645.97
    4.887,    16.113,     0.000,    332434.75
    4.887,    16.500,     0.000,    328635.38
    4.887,    16.887,     0.000,    324835.97
    4.500,    16.113,     0.000,    332434.75
    4.500,    16.500,     0.000,    328635.38
    4.500,    16.887,     0.000,    324835.97
    4.113,    16.113,     0.000,    332434.75
    4.113,    16.500,     0.000,    328635.38
    4.113,    16.887,     0.000,    324835.97
    4.887,    17.113,     0.000,    322624.75
    4.887,    17.500,     0.000,    318825.34
    4.887,    17.887,     0.000,    315025.94
    4.500,    17.113,     0.000,    322624.75
    4.500,    17.500,     0.000,    318825.34
    4.500,    17.887,     0.000,    315025.94
    4.113,    17.113,     0.000,    322624.75
    4.113,    17.500,     0.000,    318825.34
    4.113,    17.887,     0.000,    315025.94
    4.887,    18.113,     0.000,    312814.72
    4.887,    18.500,     0.000,    309015.31
    4.887,    18.887,     0.000,    305215.91
    4.500,    18.113,     0.000,    312814.72
    4.500,    18.500,     0.000,    309015.31
    4.500,    18.887,     0.000,    305215.91
    4.113,    18.113,     0.000,    312814.72
    4.113,    18.500,     0.000,    309015.31
    4.113,    18.887,     0.000,    305215.91
    4.887,    19.113,     0.000,    303004.72
    4.887,    19.500,     0.000,    299205.31
    4.887,    19.887,     0.000,    295405.91
    4.500,    19.113,     0.000,    303004.72
    4.500,    19.500,     0.000,    299205.31
    4.500,    19.887,     0.000,    295405.91
    4.113,    19.113,     0.000,    303004.72
    4.113,    19.500,     0.000,    299205.31
    4.113,    19.887,     0.000,    295405.91
    4.887,    20.113,     0.000,    293194.69
    4.887,    20.500,     0.000,    289395.28
    4.887,    20.887,     0.000,    285595.88
    4.500,    20.113,     0.000,    293194.69
    4.500,    20.500,     0.000,    289395.28
    4.500,    20.887,     0.000,    285595.88
    4.113,    20.113,     0.000,    293194.69
    4.113,    20.500,     0.000,    289395.28
    4.113,    20.887,     0.000,    285595.88
    4.887,    21.113,     0.000,    283384.66
    4.887,    21.500,     0.000,    279585.25
    4.887,    21.887,     0.000,    275785.88
    4.500,    21.113,     0.000,    283384.66
    4.500,    21.500,     0.000,    279585.25
    4.500,    21.887,     0.000,    275785.88
    4.113,    21.113,     0.000,    283384.66
    4.113,    21.500,     0.000,    279585.25
    4.113,    21.887,     0.000,    275785.88
    4.887,    22.113,     0.000,    273574.66
    4.887,    22.500,     0.000,    269775.25
    4.887,    22.887,     0.000,    265975.84
    4.500,    22.113,     0.000,    273574.66
    4.500,    22.500,     0.000,    269775.25
    4.500,    22.887,     0.000,    265975.84
    4.113,    22.113,     0.000,    273574.66
    4.113,    22.500,     0.000,    269775.25
    4.113,    22.887,     0.000,    265975.84
    4.887,    23.113,     0.000,    263764.62
    4.887,    23.500,     0.000,    259965.23
    4.887,    23.887,     0.000,    256165.83
    4.500,    23.113,     0.000,    263764.62
    4.500,    23.500,     0.000,    259965.23
    4.500,    23.887,     0.000,    256165.83
    4.113,    23.113,     0.000,    263764.62
    4.113,    23.500,     0.000,    259965.23
    4.113,    23.887,     0.000,    256165.83
    4.887,    24.113,     0.000,    253954.61
    4.887,    24.500,     0.000,    250155.22
    4.887,    24.887,     0.000,    246355.81
    4.500,    24.113,     0.000,    253954.61
    4.500,    24.500,     0.000,    250155.22
    4.500,    24.887,     0.000,    246355.81
    4.113,    24.113,     0.000,    253954.61
    4.113,    24.500,     0.000,    250155.22
    4.113,    24.887,     0.000,    246355.81
    3.887,     0.113,     0.000,    489394.41
    3.887,     0.500,     0.000,    485595.06
    3.887,     0.887,     0.000,    481795.69
    3.500,     0.113,     0.000,    489394.41
    3.500,     0.500,     0.000,    485595.06
    3.500,     0.887,     0.000,    481795.69
    3.113,     0.113,     0.000,    489394.41
    3.113,     0.500,     0.000,    485595.06
    3.113,     0.887,     0.000,    481795.69
    3.887,     1.113,     0.000,    479584.50
    3.887,     1.500,     0.000,    475785.16
    3.887,     1.887,     0.000,    471985.81
    3.500,     1.113,     0.000,    479584.50
    3.500,     1.500,     0.000,    475785.16
    3.500,     1.887,     0.000,    471985.81
    3.113,     1.113,     0.000,    479584.50
    3.113,     1.500,     0.000,    475785.16
    3.113,     1.887,     0.000,    471985.81
    3.887,     2.113,     0.000,    469774.62
    3.887,     2.500,     0.000,    465975.25
    3.887,     2.887,     0.000,    462175.88
    3.500,     2.113,     0.000,    469774.62
    3.500,     2.500,     0.000,    465975.25
    3.500,     2.887,     0.000,    462175.88
    3.113,     2.113,     0.000,    469774.62
    3.113,     2.500,     0.000,    465975.25
    3.113,     2.887,     0.000,    462175.88
    3.887,     3.113,     0.000,    459964.69
    3.887,     3.500,     0.000,    456165.31
    3.887,     3.887,     0.000,    452365.97
    3.500,     3.113,     0.000,    459964.69
    3.500,     3.500,     0.000,    456165.31
    3.500,     3.887,     0.000,    452365.97
    3.113,     3.113,     0.000,    459964.69
    3.113,     3.500,     0.000,    456165.31
    3.113,     3.887,     0.000,    452365.97
    3.887,     4.113,     0.000,    450154.78
    3.887,     4.500,     0.000,    446355.38
    3.887,     4.887,     0.000,    442556.00
    3.500,     4.113,     0.000,    450154.78
    3.500,     4.500,     0.000,    446355.38
    3.500,     4.887,     0.000,    442556.00
    3.113,     4.113,     0.000,    450154.78
    3.113,     4.500,     0.000,    446355.38
    3.113,     4.887,     0.000,    442556.00
    3.887,     5.113,     0.000,    440344.81
    3.887,     5.500,     0.000,    436545.44
    3.887,     5.887,     0.000,    432746.06
    3.500,     5.113,     0.000,    440344.81
    3.500,     5.500,     0.000,    436545.44
    3.500,     5.887,     0.000,    432746.06
    3.113,     5.113,     0.000,    440344.81
    3.113,     5.500,     0.000,    436545.44
    3.113,     5.887,     0.000,    432746.06
    3.887,     6.113,     0.000,    430534.84
    3.887,     6.500,     0.000,    426735.47
    3.887,     6.887,     0.000,    422936.06
    3.500,     6.113,     0.000,    430534.84
    3.500,     6.500,     0.000,    426735.47
    3.500,     6.887,     0.000,    422936.06
    3.113,     6.113,     0.000,    430534.84
    3.113,     6.500,     0.000,    426735.47
    3.113,     6.887,     0.000,    422936.06
    3.887,     7.113,     0.000,    420724.88
    3.887,     7.500,     0.000,    416925.47
    3.887,     7.887,     0.000,    413126.09
    3.500,     7.113,     0.000,    420724.88
    3.500,     7.500,     0.000,    416925.47
    3.500,     7.887,     0.000,    413126.09
    3.113,     7.113,     0.000,    420724.88
    3.113,     7.500,     0.000,    416925.47
    3.113,     7.887,     0.000,    413126.09
    3.887,     8.113,     0.000,    410914.88
    3.887,     8.500,     0.000,    407115.50
    3.887,     8.887,     0.000,    403316.09
    3.500,     8.113,     0.000,    410914.88
    3.500,     8.500,     0.000,    407115.50
    3.500,     8.887,     0.000,    403316.09
    3.113,     8.113,     0.000,    410914.88
    3.113,     8.500,     0.000,    407115.50
    3.113,     8.887,     0.000,    403316.09
    3.887,     9.113,     0.000,    401104.88
    3.887,     9.500,     0.000,    397305.47
    3.887,     9.887,     0.000,    393506.09
    3.500,     9.113,     0.000,    401104.88
    3.500,     9.500,     0.000,    397305.47
    3.500,     9.887,     0.000,    393506.09
    3.113,     9.113,     0.000,    401104.88
    3.113,     9.500,     0.000,    397305.47
    3.113,     9.887,     0.000,    393506.09
    3.887,    10.113,     0.000,    391294.88
    3.887,    10.500,     0.000,    387495.47
    3.887,    10.887,     0.000,    383696.06
    3.500,    10.113,     0.000,    391294.88
    3.500,    10.500,     0.000,    387495.47
    3.500,    10.887,     0.000,    383696.06
    3.113,    10.113,     0.000,    391294.88
    3.113,    10.500,     0.000,    387495.47
    3.113,    10.887,     0.000,    383696.06
    3.887,    11.113,     0.000,    381484.88
    3.887,    11.500,     0.000,    377685.47
    3.887,    11.887,     0.000,    373886.06
    3.500,    11.113,     0.000,    381484.88
    3.500,    11.500,     0.000,    377685.47
    3.500,    11.887,     0.000,    373886.06
    3.113,    11.113,     0.000,    381484.88
    3.113,    11.500,     0.000,    377685.47
    3.113,    11.887,     0.000,    373886.06
    3.887,    12.113,     0.000,    371674.84
    3.887,    12.500,     0.000,    367875.44
    3.887,    12.887,     0.000,    364076.03
    3.500,    12.113,     0.000,    371674.84
    3.500,    12.500,     0.000,    367875.44
    3.500,    12.887,     0.000,    364076.03
    3.113,    12.113,     0.000,    371674.84
    3.113,    12.500,     0.000,    367875.44
    3.113,    12.887,     0.000,    364076.03
    3.887,    13.113,     0.000,    361864.81
    3.887,    13.500,     0.000,    358065.41
    3.887,    13.887,     0.000,    354266.03
    3.500,    13.113,     0.000,    361864.81
    3.500,    13.500,     0.000,    358065.41
    3.500,    13.887,     0.000,    354266.03
    3.113,    13.113,     0.000,    361864.81
    3.113,    13.500,     0.000,    358065.41
    3.113,    13.887,     0.000,    354266.03
    3.887,    14.113,     0.000,    352054.81
    3.887,    14.500,     0.000,    348255.41
    3.887,    14.887,     0.000,    344456.00
    3.500,    14.113,     0.000,    352054.81
    3.500,    14.500,     0.000,    348255.41
    3.500,    14.887,     0.000,    344456.00
    3.113,    14.113,     0.000,    352054.81
    3.113,    14.500,     0.000,    348255.41
    3.113,    14.887,     0.000,    344456.00
    3.887,    15.113,     0.000,    342244.78
    3.887,    15.500,     0.000,    338445.38
    3.887,    15.887,     0.000,    334645.97
    3.500,    15.113,     0.000,    342244.78
    3.500,    15.500,     0.000,    338445.38
    3.500,    15.887,     0.000,    334645.97
    3.113,    15.113,     0.000,    342244.78
    3.113,    15.500,     0.000,    338445.38
    3.113,    15.887,     0.000,    334645.97
    3.887,    16.113,     0.000,    332434.75
    3.887,    16.500,     0.000,    328635.38
    3.887,    16.887,     0.000,    324835.97
    3.500,    16.113,     0.000,    332434.75
    3.500,    16.500,     0.000,    328635.38
    3.500,    16.887,     0.000,    324835.97
    3.113,    16.113,     0.000,    332434.75
    3.113,    16.500,     0.000,    328635.38
    3.113,    16.887,     0.000,    324835.97
    3.887,    17.113,     0.000,    322624.75
    3.887,    17.500,     0.000,    318825.34
    3.887,    17.887,     0.000,    315025.94
    3.500,    17.113,     0.000,    322624.75
    3.500,    17.500,     0.000,    318825.34
    3.500,    17.887,     0.000,    315025.94
    3.113,    17.113,     0.000,    322624.75
    3.113,    17.500,     0.000,    318825.34
    3.113,    17.887,     0.000,    315025.94
    3.887,    18.113,     0.000,    312814.72
    3.887,    18.500,     0.000,    309015.31
    3.887,    18.887,     0.000,    305215.91
    3.500,    18.113,     0.000,    312814.72
    3.500,    18.500,     0.000,    309015.31
    3.500,    18.887,     0.000,    305215.91
    3.113,    18.113,     0.000,    312814.72
    3.113,    18.500,     0.000,    309015.31
    3.113,    18.887,     0.000,    305215.91
    3.887,    19.113,     0.000,    303004.72
    3.887,    19.500,     0.000,    299205.31
    3.887,    19.887,     0.000,    295405.91
    3.500,    19.113,     0.000,    303004.72
    3.500,    19.500,     0.000,    299205.31
    3.500,    19.887,     0.000,    295405.91
    3.113,    19.113,     0.000,    303004.72
    3.113,    19.500,     0.000,    299205.31
    3.113,    19.887,     0.000,    295405.91
    3.887,    20.113,     0.000,    293194.69
    3.887,    20.500,     0.000,    289395.28
    3.887,    20.887,     0.000,    285595.88
    3.500,    20.113,     0.000,    293194.69
    3.500,    20.500,     0.000,    289395.28
    3.500,    20.887,     0.000,    285595.88
    3.113,    20.113,     0.000,    293194.69
    3.113,    20.500,     0.000,    289395.28
    3.113,    20.887,     0.000,    285595.88
    3.887,    21.113,     0.000,    283384.66
    3.887,    21.500,     0.000,    279585.25
    3.887,    21.887,     0.000,    275785.88
    3.500,    21.113,     0.000,    283384.66
    3.500,    21.500,     0.000,    279585.25
    3.500,    21.887,     0.000,    275785.88
    3.113,    21.113,     0.000,    283384.66
    3.113,    21.500,     0.000,    279585.25
    3.113,    21.887,     0.000,    275785.88
    3.887,    22.113,     0.000,    273574.66
    3.887,    22.500,     0.000,    269775.25
    3.887,    22.887,     0.000,    265975.84
    3.500,    22.113,     0.000,    273574.66
    3.500,    22.500,     0.000,    269775.25
    3.500,    22.887,     0.000,    265975.84
    3.113,    22.113,     0.000,    273574.66
    3.113,    22.500,     0.000,    269775.25
    3.113,    22.887,     0.000,    265975.84
    3.887,    23.113,     0.000,    263764.62
    3.887,    23.500,     0.000,    259965.23
    3.887,    23.887,     0.000,    256165.83
    3.500,    23.113,     0.000,    263764.62
    3.500,    23.500,     0.000,    259965.23
    3.500,    23.887,     0.000,    256165.83
    3.113,    23.113,     0.000,    263764.62
    3.113,    23.500,     0.000,    259965.23
    3.113,    23.887,     0.000,    256165.83
    3.887,    24.113,     0.000,    253954.61
    3.887,    24.500,     0.000,    250155.22
    3.887,    24.887,     0.000,    246355.81
    3.500,    24.113,     0.000,    253954.61
    3.500,    24.500,     0.000,    250155.22
    3.500,    24.887,     0.000,    246355.81
    3.113,    24.113,     0.000,    253954.61
    3.113,    24.500,     0.000,    250155.22
    3.113,    24.887,     0.000,    246355.81
    2.887,     0.113,     0.000,    489394.41
    2.887,     0.500,     0.000,    485595.06
    2.887,     0.887,     0.000,    481795.69
    2.500,     0.113,     0.000,    489394.41
    2.500,     0.500,     0.000,    485595.06
    2.500,     0.887,     0.000,    481795.69
    2.113,     0.113,     0.000,    489394.41
    2.113,     0.500,     0.000,    485595.06
    2.113,     0.887,     0.000,    481795.69
    2.887,     1.113,     0.000,    479584.50
    2.887,     1.500,     0.000,    475785.16
    2.887,     1.887,     0.000,    471985.81
    2.500,     1.113,     0.000,    479584.50
    2.500,     1.500,     0.000,    475785.16
    2.500,     1.887,     0.000,    471985.81
    2.113,     1.113,     0.000,    479584.50
    2.113,     1.500,     0.000,    475785.16
    2.113,     1.887,     0.000,    471985.81
    2.887,     2.113,     0.000,    469774.62
    2.887,     2.500,     0.000,    465975.25
    2.887,     2.887,     0.000,    462175.88
    2.500,     2.113,     0.000,    469774.62
    2.500,     2.500,     0.000,    465975.25
    2.500,     2.887,     0.000,    462175.88
    2.113,     2.113,     0.000,    469774.62
    2.113,     2.500,     0.000,    465975.25
    2.113,     2.887,     0.000,    462175.88
    2.887,     3.113,     0.000,    459964.69
    2.887,     3.500,     0.000,    456165.31
    2.887,     3.887,     0.000,    452365.97
    2.500,     3.113,     0.000,    459964.69
    2.500,     3.500,     0.000,    456165.31
    2.500,     3.887,     0.000,    452365.97
    2.113,     3.113,     0.000,    459964.69
    2.113,     3.500,     0.000,    456165.31
    2.113,     3.887,     0.000,    452365.97
    2.887,     4.113,     0.000,    450154.78
    2.887,     4.500,     0.000,    446355.38
    2.887,     4.887,     0.000,    442556.00
    2.500,     4.113,     0.000,    450154.78
    2.500,     4.500,     0.000,    446355.38
    2.500,     4.887,     0.000,    442556.00
    2.113,     4.113,     0.000,    450154.78
    2.113,     4.500,     0.000,    446355.38
    2.113,     4.887,     0.000,    442556.00
    2.887,     5.113,     0.000,    440344.81
    2.887,     5.500,     0.000,    436545.44
    2.887,     5.887,     0.000,    432746.06
    2.500,     5.113,     0.000,    440344.81
    2.500,     5.500,     0.000,    436545.44
    2.500,     5.887,     0.000,    432746.06
    2.113,     5.113,     0.000,    440344.81
    2.113,     5.500,     0.000,    436545.44
    2.113,     5.887,     0.000,    432746.06
    2.887,     6.113,     0.000,    430534.84
    2.887,     6.500,     0.000,    426735.47
    2.887,     6.887,     0.000,    422936.06
    2.500,     6.113,     0.000,    430534.84
    2.500,     6.500,     0.000,    426735.47
    2.500,     6.887,     0.000,    422936.06
    2.113,     6.113,     0.000,    430534.84
    2.113,     6.500,     0.000,    426735.47
    2.113,     6.887,     0.000,    422936.06
    2.887,     7.113,     0.000,    420724.88
    2.887,     7.500,     0.000,    416925.47
    2.887,     7.887,     0.000,    413126.09
    2.500,     7.113,     0.000,    420724.88
    2.500,     7.500,     0.000,    416925.47
    2.500,     7.887,     0.000,    413126.09
    2.113,     7.113,     0.000,    420724.88
    2.113,     7.500,     0.000,    416925.47
    2.113,     7.887,     0.000,    413126.09
    2.887,     8.113,     0.000,    410914.88
    2.887,     8.500,     0.000,    407115.50
    2.887,     8.887,     0.000,    403316.09
    2.500,     8.113,     0.000,    410914.88
    2.500,     8.500,     0.000,    407115.50
    2.500,     8.887,     0.000,    403316.09
    2.113,     8.113,     0.000,    410914.88
    2.113,     8.500,     0.000,    407115.50
    2.113,     8.887,     0.000,    403316.09
    2.887,     9.113,     0.000,    401104.88
    2.887,     9.500,     0.000,    397305.47
    2.887,     9.887,     0.000,    393506.09
    2.500,     9.113,     0.000,    401104.88
    2.500,     9.500,     0.000,    397305.47
    2.500,     9.887,     0.000,    393506.09
    2.113,     9.113,     0.000,    401104.88
    2.113,     9.500,     0.000,    397305.47
    2.113,     9.887,     0.000,    393506.09
    2.887,    10.113,     0.000,    391294.88
    2.887,    10.500,     0.000,    387495.47
    2.887,    10.887,     0.000,    383696.06
    2.500,    10.113,     0.000,    391294.88
    2.500,    10.500,     0.000,    387495.47
    2.500,    10.887,     0.000,    383696.06
    2.113,    10.113,     0.000,    391294.88
    2.113,    10.500,     0.000,    387495.47
    2.113,    10.887,     0.000,    383696.06
    2.887,    11.113,     0.000,    381484.88
    2.887,    11.500,     0.000,    377685.47
    2.887,    11.887,     0.000,    373886.06
    2.500,    11.113,     0.000,    381484.88
    2.500,    11.500,     0.000,    377685.47
    2.500,    11.887,     0.000,    373886.06
    2.113,    11.113,     0.000,    381484.88
    2.113,    11.500,     0.000,    377685.47
    2.113,    11.887,     0.000,    373886.06
    2.887,    12.113,     0.000,    371674.84
    2.887,    12.500,     0.000,    367875.44
    2.887,    12.887,     0.000,    364076.03
    2.500,    12.113,     0.000,    371674.84
    2.500,    12.500,     0.000,    367875.44
    2.500,    12.887,     0.000,    364076.03
    2.113,    12.113,     0.000,    371674.84
    2.113,    12.500,     0.000,    367875.44
    2.113,    12.887,     0.000,    364076.03
    2.887,    13.113,     0.000,    361864.81
    2.887,    13.500,     0.000,    358065.41
    2.887,    13.887,     0.000,    354266.03
    2.500,    13.113,     0.000,    361864.81
    2.500,    13.500,     0.000,    358065.41
    2.500,    13.887,     0.000,    354266.03
    2.113,    13.113,     0.000,    361864.81
    2.113,    13.500,     0.000,    358065.41
    2.113,    13.887,     0.000,    354266.03
    2.887,    14.113,     0.000,    352054.81
    2.887,    14.500,     0.000,    348255.41
    2.887,    14.887,     0.000,    344456.00
    2.500,    14.113,     0.000,    352054.81
    2.500,    14.500,     0.000,    348255.41
    2.500,    14.887,     0.000,    344456.00
    2.113,    14.113,     0.000,    352054.81
    2.113,    14.500,     0.000,    348255.41
    2.113,    14.887,     0.000,    344456.00
    2.887,    15.113,     0.000,    342244.78
    2.887,    15.500,     0.000,    338445.38
    2.887,    15.887,     0.000,    334645.97
    2.500,    15.113,     0.000,    342244.78
    2.500,    15.500,     0.000,    338445.38
    2.500,    15.887,     0.000,    334645.97
    2.113,    15.113,     0.000,    342244.78
    2.113,    15.500,     0.000,    338445.38
    2.113,    15.887,     0.000,    334645.97
    2.887,    16.113,     0.000,    332434.75
    2.887,    16.500,     0.000,    328635.38
